#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
CP	4.27577020019943e-150	1.55774028999919	0.74	0.458	1.45487356831986e-145	1356
C8A	1.09613134412647e-156	1.55740276333386	0.581	0.151	3.72969651152473e-152	731
CTH	5.70982653242798e-63	1.55707032043356	0.299	0.058	1.94282557592395e-58	1491
NEAT1	0	1.55523023633224	0.998	0.965	0	283131
ABCB4	5.2355844096356e-113	1.52974416076722	0.555	0.245	1.78145995122261e-108	5244
ERRFI1	2.75314713805235e-101	1.52908434187498	0.641	0.407	9.36785845193693e-97	54206
APBA1	1.18879032608114e-117	1.52529502892523	0.581	0.255	4.0449779635237e-113	320
CTNNA3	9.66206369292277e-68	1.50951552554461	0.53	0.333	3.2876137921539e-63	29119
SORBS2	2.31686578058824e-233	1.48633356935078	0.878	0.667	7.88336750502955e-229	8470
CUX2	7.49476873283509e-127	1.48556453369582	0.764	0.536	2.55017000903447e-122	23316
C6	2.56802692925523e-121	1.46805910996121	0.501	0.127	8.73796842948384e-117	729
GREM2	3.79273902098458e-92	1.46797829825297	0.388	0.07	1.29051737928021e-87	64388
PIK3C2G	3.21543861304e-137	1.46292154227241	0.626	0.268	1.09408514247299e-132	5288
AFM	2.39464426604646e-157	1.4621222522765	0.734	0.408	8.14801657964969e-153	173
NFIB	2.35383747197491e-164	1.46194811223165	0.65	0.185	8.00916738214182e-160	4781
ABLIM3	1.01585680317539e-95	1.45643618752727	0.487	0.18	3.45655435848457e-91	22885
CPS1	1.51061334290301e-131	1.45283487550625	0.906	0.776	5.14001296056179e-127	1373
NNMT	1.34758165179194e-91	1.4522999006344	0.381	0.062	4.58528132838726e-87	4837
ALDOB	4.30509903251767e-152	1.44461149007029	0.76	0.482	1.46485299680446e-147	229
MBNL2	1.36043933517871e-107	1.44283245801611	0.603	0.318	4.62903088187908e-103	10150
DLG2	1.34158350558964e-108	1.43657688466891	0.552	0.245	4.5648720361193e-104	1740
CAMK1D	7.31671180030256e-115	1.42547936982156	0.607	0.279	2.48958435717095e-110	57118
HPD	2.03436851429025e-143	1.41737186569665	0.581	0.133	6.922142306724e-139	3242
THSD4	9.91144555007559e-125	1.39974289512095	0.606	0.26	3.37246846286872e-120	79875
PFKFB1	6.60784280485141e-113	1.3929461544811	0.511	0.17	2.24838459277874e-108	5207
FOXP2	3.02299722656634e-89	1.39241237457008	0.496	0.216	1.02860503631146e-84	93986
ZNF385B	9.29725076840188e-93	1.38712770766084	0.527	0.249	3.16348254645642e-88	151126
SORL1	1.56292165711667e-119	1.38300686591302	0.633	0.345	5.31799723050517e-115	6653
SCP2	5.57806188144242e-147	1.38009499494686	0.724	0.46	1.8979913357796e-142	6342
ALDH1A2	8.64106671257922e-130	1.37436492367539	0.689	0.395	2.9402093596222e-125	8854
SLC38A4	1.96055779113484e-86	1.37253289867021	0.602	0.392	6.67099394011541e-82	55089
SLC1A1	1.29892459960762e-91	1.36222261878001	0.359	0.047	4.41972084262489e-87	6505
GLYAT	1.66342391755016e-113	1.3492605009038	0.431	0.063	5.65996622185617e-109	10249
ARHGEF26	4.68489562665645e-64	1.33733581432738	0.503	0.31	1.59408258592612e-59	26084
SERPINE1	1.36124042328597e-21	1.33478678612619	0.227	0.11	4.63175666427285e-17	5054
MYO1E	6.22865383152624e-106	1.33120641657152	0.577	0.239	2.11936175271512e-101	4643
SLC23A2	1.03559142844029e-100	1.32473764273724	0.614	0.363	3.52370339441092e-96	9962
ABCA8	8.13185492119828e-115	1.31623613647988	0.453	0.072	2.76694495548693e-110	10351
ABCC9	6.87938354726226e-91	1.31280509674476	0.357	0.05	2.34077904579146e-86	10060
LINC02027	9.96543385544355e-75	1.30719085986288	0.403	0.136	3.39083852365322e-70	728290
SLC28A1	5.38667889356986e-102	1.30270499838082	0.411	0.073	1.83287136032608e-97	9154
BCO2	8.15014454597641e-94	1.30077287037652	0.364	0.048	2.77316818321393e-89	83875
GBE1	1.47885549961608e-105	1.29954456833054	0.655	0.41	5.03195372299367e-101	2632
TDO2	6.92065152449252e-79	1.29736727210261	0.383	0.103	2.35482088772382e-74	6999
ACACB	3.08905129734589e-114	1.29557747626733	0.649	0.362	1.05108059443491e-109	32
BACH2	5.10586566473021e-77	1.29502062579252	0.327	0.051	1.7373218510811e-72	60468
DANT2	3.69779060769471e-120	1.29460489214213	0.551	0.189	1.2582102321742e-115	642776
ZC3H13	7.22859896266707e-115	1.27595869304181	0.71	0.432	2.4596030830371e-110	23091
SLC22A25	2.03132062573201e-92	1.27528946084085	0.471	0.153	6.91177156111574e-88	387601
WDPCP	7.76323960927756e-55	1.27390170311841	0.565	0.411	2.64151990945278e-50	51057
TLCD4	3.57758494074799e-84	1.27289893053575	0.549	0.29	1.21730905193891e-79	148534
MYO1B	6.53348223225169e-134	1.26395409510252	0.717	0.432	2.22308266434596e-129	4430
RNF152	8.86721374135724e-79	1.26275050674001	0.516	0.247	3.01715814763422e-74	220441
ITIH4	4.82098850268853e-209	1.25340214508416	0.812	0.36	1.6403895479248e-204	3700
MIR99AHG	3.72167748473051e-91	1.25189917594321	0.658	0.472	1.2663379809544e-86	388815
LEPR	1.5401242249884e-92	1.24795813794331	0.619	0.356	5.24042668794553e-88	3953
AOX1	1.99995789491517e-91	1.24075296557672	0.618	0.391	6.80505673323836e-87	316
KCND3	3.07053048795058e-84	1.23238744324805	0.321	0.032	1.04477870383006e-79	3752
MYRIP	1.74270822284747e-93	1.23233438766953	0.589	0.307	5.9297389990608e-89	25924
SPATA6L	5.60311884466756e-67	1.21799795350613	0.366	0.114	1.90651721808658e-62	55064
NAMPT	1.18444417449542e-89	1.21632654561001	0.496	0.181	4.0301897481381e-85	10135
CYP3A43	3.09495777796548e-66	1.20502807740912	0.36	0.094	1.05309033353053e-61	64816
ALAS1	2.12344533044685e-54	1.20052676371264	0.344	0.129	7.22523508137844e-50	211
SLC27A2	1.48260568407206e-87	1.19848847996354	0.404	0.093	5.0447141006236e-83	11001
MAST4	7.56719327917753e-88	1.19654417629332	0.621	0.405	2.57481318517295e-83	375449
GPT2	6.43572229535182e-90	1.1955956390445	0.483	0.164	2.18981886821641e-85	84706
SLC22A1	2.12326892072911e-94	1.19402249417473	0.411	0.084	7.22463482967287e-90	6580
HGD	4.24020391553076e-147	1.19061726786866	0.782	0.584	1.4427717842985e-142	3081
CDC42BPA	1.07628219092341e-109	1.18739010451228	0.58	0.211	3.662157782836e-105	8476
PLG	4.05160155039139e-152	1.18604044249428	0.789	0.535	1.37859794353618e-147	5340
SLC41A2	3.67317588614395e-102	1.17289110466617	0.585	0.291	1.24983482701934e-97	84102
LTBP1	1.35741437995728e-77	1.17171372161475	0.363	0.08	4.61873816924263e-73	4052
TMEM131L	8.0717296978658e-87	1.16412222472847	0.541	0.266	2.74648674699582e-82	23240
SETBP1	4.56016446846126e-102	1.16221931456413	0.641	0.366	1.55164156203863e-97	26040
SMOC1	3.46598408700375e-56	1.16177042333739	0.577	0.421	1.1793357454439e-51	64093
FMO3	3.25065936023149e-111	1.15911364215023	0.494	0.116	1.10606935391237e-106	2328
XDH	4.49642793121712e-71	1.15675400785102	0.382	0.117	1.52995456787594e-66	7498
PPP2R2A	5.35070056705807e-53	1.15643081523999	0.432	0.232	1.82062937494718e-48	5520
FGL1	4.74121772160397e-84	1.15310264151367	0.647	0.379	1.61324674195297e-79	2267
CYP2A6	3.00486978903104e-98	1.1478943985447	0.427	0.083	1.0224369944157e-93	1548
NSUN6	9.44695779558101e-78	1.14596949210045	0.699	0.523	3.21442185952439e-73	221078
CPEB3	5.94267819529938e-73	1.1388102831186	0.45	0.196	2.02205568273257e-68	22849
PCCA	1.57672790702579e-147	1.13597432274088	0.822	0.647	5.36497437644596e-143	5095
ECHDC2	1.9442316881396e-122	1.13416496149514	0.74	0.539	6.61544274206381e-118	55268
WDR72	1.24272619189816e-31	1.13165686552997	0.403	0.277	4.22850014055268e-27	256764
OSBPL9	9.48420157621833e-82	1.13142728110819	0.588	0.369	3.22709442832405e-77	114883
ARG1	7.3791234556446e-75	1.12804854738444	0.48	0.219	2.51082054701763e-70	383
MLIP	5.64980771781277e-33	1.11703920445574	0.425	0.305	1.92240357406297e-28	90523
MSRA	3.32865477666859e-84	1.11083045468537	0.484	0.186	1.13260807430926e-79	4482
LINC01687	2.7740197432625e-76	1.10883401696881	0.35	0.073	9.43887957842497e-72	101927843
CPB2	1.91054090840462e-71	1.10195109919588	0.575	0.379	6.50080649493757e-67	1361
TEAD1	2.74445594654337e-99	1.10085370322117	0.695	0.482	9.33828580370846e-95	7003
SRD5A2	9.96281983439843e-64	1.09734558712644	0.26	0.03	3.38994907685241e-59	6716
LINC02336	3.63703612992649e-40	1.09437783803696	0.262	0.087	1.23753791356879e-35	105370309
N4BP2L1	8.19204321235791e-70	1.09415457417763	0.453	0.212	2.7874246234369e-65	90634
ZBTB20	8.40689564544614e-212	1.09394412930074	0.968	0.846	2.8605303123195e-207	26137
GCH1	9.90542872808011e-53	1.09342738854817	0.324	0.111	3.37042117901654e-48	2643
PDLIM5	4.77165565964508e-70	1.09328528137991	0.639	0.49	1.62360355475083e-65	10611
ADGRG6	1.6920754892146e-58	1.09278782904564	0.493	0.303	5.75745605960161e-54	57211
DPYS	3.15354585966099e-123	1.09249073022115	0.733	0.477	1.07302551420825e-118	1807
IGF1	2.07349423425802e-38	1.09066409237754	0.276	0.108	7.05527148148632e-34	3479
ERN1	1.22188383453011e-55	1.08747366923609	0.43	0.211	4.15758193537215e-51	2081
PAPSS2	1.38807849329391e-69	1.07942106721063	0.382	0.119	4.72307588128187e-65	9060
GOT1	4.04186377126375e-52	1.07712663297575	0.332	0.119	1.3752845668102e-47	2805
ADGRA3	1.34391129994851e-71	1.07419403686031	0.624	0.462	4.57279258920479e-67	166647
LONP2	6.88380975684129e-88	1.06987957378062	0.659	0.475	2.34228510786282e-83	83752
SLC13A5	1.99218282175968e-103	1.06962782981205	0.532	0.175	6.77860126931948e-99	284111
ZFAND5	3.65843718328023e-60	1.06734940266454	0.412	0.181	1.24481983598293e-55	7763
EGFR	3.15481897812981e-94	1.06607083101779	0.706	0.512	1.07345870549845e-89	1956
SRD5A1	9.95073894502236e-68	1.06585776239748	0.359	0.102	3.38583843343331e-63	6715
ARHGAP42	1.3196484850921e-77	1.06287711141878	0.429	0.148	4.49023593537439e-73	143872
SLC39A14	7.02118369045815e-57	1.06256589019265	0.585	0.411	2.38902796251529e-52	23516
BCKDHB	5.71267108749249e-68	1.06242494979281	0.538	0.317	1.9437934642302e-63	594
NR3C2	7.98842046574022e-57	1.05778592811777	0.41	0.194	2.71813994767277e-52	4306
FOXO3	5.58948746986711e-48	1.05762091255938	0.577	0.427	1.90187900649698e-43	2309
ACMSD	7.26306079528025e-71	1.05698366729882	0.477	0.23	2.47132906620206e-66	130013
CFHR3	3.04290116243106e-61	1.05130306038187	0.392	0.158	1.03537754952879e-56	10878
LINC01344	7.68782375666858e-39	1.05071522547365	0.409	0.229	2.61585891144405e-34	400799
FGD4	3.11039622917549e-76	1.05061560577844	0.581	0.348	1.05834342093925e-71	121512
HMGCS2	5.13171050756883e-70	1.04914927871629	0.584	0.376	1.74611581730537e-65	3158
SLC1A2	7.54112359628077e-55	1.04792588577507	0.282	0.064	2.56594271487049e-50	6506
MOGAT1	1.8029728544527e-55	1.04750690711779	0.249	0.037	6.13479543456075e-51	116255
C8B	1.26481561319431e-61	1.04726889556325	0.419	0.194	4.30366160545496e-57	732
ADH1B	2.81299108755098e-59	1.04669884827986	0.575	0.389	9.57148347450095e-55	125
ADAMTS17	1.61793440704313e-59	1.04067083692854	0.364	0.123	5.50518361340496e-55	170691
UBE2E2	1.49134544414525e-75	1.03648334251669	0.482	0.192	5.07445200824862e-71	7325
LINC02499	7.27393690253274e-60	1.03563014894261	0.463	0.247	2.47502977045579e-55	728040
HSPH1	0.184976095379475	1.03540551569747	0.198	0.208	1	10808
RBPMS	1.4332474407401e-61	1.03526791102278	0.505	0.269	4.87676774186225e-57	11030
ASL	8.69689580226492e-68	1.034005001567	0.622	0.44	2.95920576567866e-63	435
PROS1	8.86949518983929e-69	1.02875216733694	0.508	0.272	3.01793443329472e-64	5627
PLPP3	1.55946450993697e-58	1.02619804507865	0.563	0.381	5.30623394151152e-54	8613
ALDH1L1	6.26245434955703e-87	1.0233018463381	0.589	0.307	2.13086271698028e-82	10840
HAO1	4.12290587558996e-70	1.01930056735791	0.518	0.295	1.40285995322824e-65	54363
CYP2E1	2.97734882547933e-54	1.01841268313941	0.597	0.424	1.0130727113576e-49	1571
SYNE1	1.99848131079467e-70	1.01833705961807	0.456	0.193	6.80003250810995e-66	23345
LBP	5.38227141818894e-50	1.01753819131026	0.321	0.106	1.83137167275297e-45	3929
ABHD2	1.79263370015423e-73	1.00528964636354	0.59	0.38	6.09961542814478e-69	11057
TENM1	1.67539673038921e-76	1.00468789856889	0.385	0.101	5.70070491482232e-72	10178
PCSK6	2.21069610230186e-98	1.00325378583395	0.783	0.662	7.5221145576923e-94	5046
LINC01348	2.2914053186419e-51	0.999617041583385	0.244	0.043	7.79673573721093e-47	731656
SHMT1	4.58384243065841e-46	0.998340749802943	0.415	0.223	1.55969822545583e-41	6470
GYS2	4.31273751028598e-46	0.998083252662409	0.376	0.192	1.46745206524991e-41	2998
BMERB1	7.07439961513798e-55	0.996010902261954	0.353	0.136	2.40713521304685e-50	89927
IDO2	2.02521420280526e-56	0.990858033282796	0.24	0.027	6.89099384646519e-52	169355
KCNMA1	1.55244921142449e-64	0.984887472670987	0.294	0.048	5.28236368679296e-60	3778
F11	6.19459444647154e-57	0.982411221066518	0.343	0.12	2.10777270635641e-52	2160
REPS1	9.0915736782741e-45	0.976644157584107	0.415	0.231	3.09349885976955e-40	85021
GNG12-AS1	1.20729929294598e-50	0.976292346588871	0.299	0.091	4.10795657417799e-46	100289178
AIG1	9.2671384853075e-98	0.974755469740902	0.718	0.508	3.15323654101073e-93	51390
GPLD1	6.91875601658896e-56	0.972871082765054	0.448	0.245	2.35417592220456e-51	2822
STAT3	1.11668175336511e-45	0.972711543957888	0.488	0.32	3.79962133400012e-41	6774
SLC25A18	3.89423157542902e-79	0.968736546156711	0.397	0.096	1.32505123585548e-74	83733
ACSM5	8.04080751051617e-63	0.966678723799684	0.302	0.056	2.73596516352823e-58	54988
HRG	2.63628024298967e-46	0.962213038223968	0.257	0.062	8.97020715479664e-42	3273
CRP	5.94605301082934e-26	0.96120485732434	0.171	0.049	2.02320399746479e-21	1401
ELOVL6	3.98646798067302e-38	0.957749353164313	0.332	0.156	1.3564355951038e-33	79071
SULT2A1	2.05377642175729e-57	0.956400389608671	0.502	0.283	6.98817965267135e-53	6822
MAP3K5	1.45654059010037e-55	0.956389578477834	0.33	0.104	4.95602501187553e-51	4217
C1R	4.56212119974793e-69	0.953506186388278	0.403	0.134	1.55230735942623e-64	715
DPF3	2.85539239675033e-43	0.951760988652427	0.247	0.068	9.71575816918267e-39	8110
MFSD2A	2.28510367990415e-55	0.94976270451314	0.239	0.028	7.77529378124186e-51	84879
NCKAP5	1.26505974695335e-52	0.942685962435946	0.391	0.167	4.30449229498346e-48	344148
SORBS1	4.31738045320411e-63	0.940680261836027	0.594	0.398	1.46903187300723e-58	10580
MAN1C1	3.32267638948161e-42	0.936586840320338	0.232	0.055	1.13057386828501e-37	57134
NUGGC	6.67857075750405e-60	0.933558430135711	0.269	0.04	2.27245048594833e-55	389643
PON3	5.26130527626681e-54	0.932706775672682	0.385	0.17	1.79021173330254e-49	5446
SIK2	3.69986347367548e-75	0.931948379094464	0.767	0.627	1.25891554555282e-70	23235
CADM1	1.19385899460084e-61	0.930526062255249	0.674	0.53	4.06222461502881e-57	23705
AR	1.70627126467891e-51	0.928205995606184	0.599	0.456	5.80575860519648e-47	367
HSD17B13	1.43990872187396e-63	0.92788337011729	0.261	0.028	4.89943341704833e-59	345275
VNN1	7.51570846099819e-37	0.924396455442925	0.217	0.056	2.55729496093924e-32	8876
PEPD	1.9620501213129e-38	0.922000889875335	0.431	0.285	6.67607174277927e-34	5184
AQP9	1.02722755547326e-62	0.921790171238949	0.372	0.116	3.49524448025332e-58	366
DLGAP2	4.05133055283886e-43	0.918123321620691	0.22	0.042	1.37850573390895e-38	9228
ZSWIM6	1.47747985041408e-46	0.916547870365796	0.481	0.284	5.02727293901895e-42	57688
EXPH5	5.59791946460707e-55	0.916202552533962	0.233	0.027	1.9047480770272e-50	23086
ATP11C	8.7332594195319e-48	0.914909319110034	0.36	0.159	2.97157885008992e-43	286410
TTTY14	1.01056717984564e-47	0.9146976252483	0.357	0.134	3.43855588614279e-43	83869
LINC01482	7.19445391532693e-38	0.914319741684976	0.258	0.09	2.44798488922914e-33	101928104
UTY	1.99735515005403e-72	0.914182779320215	0.408	0.115	6.79620063357385e-68	7404
MAP7	1.14456705052002e-48	0.91144745872755	0.441	0.247	3.89450384609942e-44	9053
F9	2.76937605925689e-67	0.908858627881255	0.303	0.05	9.42307897922751e-63	2158
MGLL	6.53980302995213e-37	0.907990290764128	0.369	0.205	2.22523337897151e-32	11343
DOCK5	8.91476566829615e-51	0.90601731051004	0.508	0.331	3.03333816629445e-46	80005
HSD11B1	3.4334556384859e-57	0.904511533269879	0.252	0.033	1.16826761555121e-52	3290
EPHX2	9.39930788858224e-57	0.904439233088064	0.394	0.167	3.19820850216899e-52	2053
CDC14B	8.25873566228435e-62	0.904306456471152	0.55	0.337	2.81011739644887e-57	8555
HPGD	9.83209711679825e-53	0.902675198677075	0.229	0.028	3.34546936496177e-48	3248
CHST9	3.78102224755854e-49	0.899660242535445	0.302	0.086	1.28653062995427e-44	83539
LINC01725	1.09325397396284e-38	0.898202793322771	0.435	0.279	3.71990597180595e-34	101927587
RGN	8.43201214392101e-51	0.892463261622341	0.534	0.35	2.86907645209056e-46	9104
KCNN2	2.69585049617367e-42	0.890141116611253	0.177	0.015	9.17290089828054e-38	3781
TRABD2B	8.01244956074944e-59	0.886741779099539	0.28	0.049	2.72631608754061e-54	388630
UGP2	3.35445699361988e-29	0.881657545114406	0.544	0.46	1.1413875366491e-24	7360
SAMD12	1.41296521876614e-43	0.880700641554735	0.235	0.055	4.80775545337365e-39	401474
IL6R	2.51132243596026e-67	0.880574762608496	0.627	0.423	8.54502572059838e-63	3570
RCL1	3.38010730499089e-34	0.879858978047363	0.432	0.29	1.1501153115962e-29	10171
RAD54L2	1.79693984317674e-36	0.879458854671488	0.437	0.292	6.11426751039318e-32	23132
CLMN	2.65456193965016e-50	0.87841432836709	0.624	0.492	9.03241245585364e-46	79789
MTHFD2L	4.89745715676772e-29	0.877260309277554	0.258	0.119	1.66640877216179e-24	441024
LINC01239	2.05089007791643e-51	0.876945728888987	0.235	0.035	6.97835857911843e-47	441389
HSP90AA1	9.73021333953492e-08	0.876248921958193	0.421	0.601	0.00331080239091015	3320
SLC22A10	3.12760030757521e-43	0.869037111392848	0.305	0.119	1.06419728065554e-38	387775
CXCL2	6.68214483022307e-55	0.868893487110023	0.26	0.04	2.2736665999317e-50	2920
LURAP1L	9.15968115307079e-24	0.86786330617437	0.318	0.202	3.11667310914387e-19	286343
ABTB2	7.18438504774272e-62	0.863914727411317	0.492	0.244	2.44455885634494e-57	25841
TNRC6A	5.50552681089658e-82	0.863885469725602	0.699	0.532	1.87331055267567e-77	27327
ABLIM1	5.26387199482509e-50	0.863632546744587	0.548	0.372	1.79108508495919e-45	3983
PHLDB2	6.80594486848625e-52	0.861677738262192	0.49	0.288	2.31579080095113e-47	90102
NT5DC1	2.23230129324527e-43	0.860777752764148	0.422	0.241	7.59562838039634e-39	221294
NRG1	1.07958665700035e-29	0.860354509851008	0.176	0.041	3.6734015591094e-25	3084
ABCA6	3.43692916232231e-62	0.85829463128131	0.539	0.32	1.16944951677179e-57	23460
SH3RF1	3.91389319717831e-48	0.853004781561137	0.326	0.118	1.33174129927189e-43	57630
CA5A	1.02086762936212e-24	0.849357260108921	0.502	0.426	3.47360419566756e-20	763
PPARA	3.4961129742823e-49	0.846689965559727	0.576	0.421	1.1895874006293e-44	5465
HAO2	6.5694854377406e-62	0.8465819647499	0.265	0.032	2.23533311504562e-57	51179
MICU3	9.79417670246586e-45	0.846514720906432	0.379	0.191	3.33256656478103e-40	286097
ELMO1	2.38310065428247e-73	0.845180926487194	0.643	0.42	8.10873828626152e-69	9844
MTHFD1	5.1107344132564e-54	0.84293230245473	0.407	0.187	1.73897849145462e-49	4522
SUCLG2	8.66845388228496e-75	0.840824696487277	0.663	0.492	2.94952811798628e-70	8801
AGMO	1.17424340278368e-95	0.833795772901458	0.829	0.712	3.99548060231174e-91	392636
SLCO2B1	1.2343677959587e-59	0.832894624889026	0.461	0.228	4.20005986252907e-55	11309
TPST1	4.91334769655401e-30	0.832255303250589	0.438	0.31	1.67181568722947e-25	8460
FGG	4.30485921270014e-34	0.831923683691083	0.566	0.464	1.46477139571335e-29	2266
ANO1	6.31272593285081e-54	0.83181747648828	0.302	0.078	2.14796812591182e-49	55107
NR1I2	2.96632544128411e-57	0.826453625261089	0.252	0.034	1.00932189465133e-52	8856
HPX	9.27209377060895e-44	0.826027428909602	0.536	0.394	3.1549226263874e-39	3263
DMGDH	6.41493697503996e-66	0.823833511087367	0.619	0.419	2.1827464551271e-61	29958
C5	9.27604640072188e-51	0.81783199262552	0.682	0.559	3.15626754830963e-46	727
PTGR1	5.55206435197971e-58	0.817737720166232	0.597	0.421	1.88914541640462e-53	22949
TBC1D2B	9.08029325336809e-46	0.81352904615456	0.336	0.137	3.08966058239103e-41	23102
ADK	6.79608468224057e-115	0.813501651498489	0.878	0.759	2.31243577397918e-110	132
CYP7B1	4.24877514394978e-58	0.81346474077141	0.282	0.052	1.44568823048035e-53	9420
MIR122HG	1.66040675012485e-76	0.80766034389152	0.513	0.193	5.64970000797482e-72	112441433
POR	1.4032985808333e-57	0.803067114545221	0.737	0.634	4.7748637511434e-53	5447
ACAT1	1.15702858279758e-39	0.799566826623912	0.334	0.149	3.93690545582706e-35	38
FYB2	4.85263361264367e-51	0.797358981519084	0.607	0.464	1.65115711303813e-46	199920
SAMD5	2.9697366007645e-44	0.796912265377906	0.213	0.032	1.01048257577613e-39	389432
GC	7.57534246267924e-39	0.795598446377309	0.548	0.424	2.57758602635124e-34	2638
GCKR	1.03358109669662e-44	0.795343577631256	0.324	0.127	3.51686303961993e-40	2646
CECR2	6.44000035135711e-44	0.790492415253402	0.495	0.308	2.19127451955277e-39	27443
LINC01554	7.73361274005236e-32	0.787629048588939	0.136	0.011	2.63143907093022e-27	202299
PDE11A	4.33659998001586e-36	0.784861111381389	0.296	0.129	1.4755715092002e-31	50940
PAH	1.66605917240191e-89	0.784791160250847	0.811	0.677	5.66893294001474e-85	5053
ZNF385D	1.34926150534371e-11	0.784153629743846	0.126	0.056	4.5909971980825e-07	79750
