#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
PAPSS2	0	0.757778374076356	0.382	0.239	0	9060
SLCO2B1	0	0.757426924394276	0.461	0.286	0	11309
ANO1	0	0.754718561020089	0.302	0.126	0	55107
RAPH1	0	0.751989324692312	0.586	0.475	0	65059
PHLDB2	0	0.750691530427221	0.49	0.335	0	90102
HGFAC	0	0.750596329603972	0.297	0.108	0	3083
FGL1	1.50399250050201e-294	0.747107381401324	0.647	0.565	5.11748488220813e-290	2267
HAO1	0	0.746029984776042	0.518	0.393	0	54363
CXCL2	0	0.744004891272359	0.26	0.113	0	2920
SIK3	0	0.742769777563775	0.804	0.756	0	23387
FNIP2	0	0.742359194954916	0.354	0.21	0	57600
CNTLN	0	0.740805140417355	0.575	0.431	0	54875
SLC23A2	0	0.738171034860772	0.614	0.533	0	9962
AKR1D1	0	0.737701382932448	0.217	0.075	0	6718
ABHD2	0	0.737515895726514	0.59	0.481	0	11057
HSD17B2	0	0.733997398094506	0.32	0.181	0	3294
ZBTB16	1.45697850479447e-208	0.733813394822452	0.648	0.589	4.95751506041368e-204	7704
PID1	0	0.73123936350791	0.765	0.689	0	55022
POR	0	0.72841129182632	0.737	0.652	0	5447
TBC1D2B	0	0.72796297024883	0.336	0.164	0	23102
SULT2A1	0	0.727179373443961	0.502	0.383	0	6822
IGFBP4	0	0.727038595585337	0.408	0.268	0	3487
BMERB1	0	0.724682203533543	0.353	0.185	0	89927
SMOC1	1.26563894006834e-229	0.720820977532771	0.577	0.52	4.30646305747654e-225	64093
HPD	0	0.71782944657418	0.581	0.407	0	3242
ALDH8A1	0	0.715492821126751	0.313	0.148	0	64577
EGFR	0	0.714166492003364	0.706	0.597	0	1956
ABCC9	0	0.712084195520109	0.357	0.205	0	10060
DPF3	0	0.711695116751082	0.247	0.089	0	8110
SLC4A4	0	0.710418494584068	0.526	0.352	0	8671
ADAMTSL3	0	0.709671840479625	0.308	0.143	0	57188
MGLL	5.67422356333979e-308	0.709045627288601	0.369	0.239	1.930711309662e-303	11343
PLIN2	7.02696130511043e-208	0.707881812775901	0.368	0.268	2.39099385367687e-203	123
LINC01348	0	0.707510714424477	0.244	0.103	0	731656
F9	0	0.705482232295782	0.303	0.125	0	2158
MAT1A	0	0.704791614605592	0.492	0.376	0	4143
LINC02362	0	0.701972811225124	0.227	0.072	0	102723766
CRYL1	0	0.701886995773459	0.532	0.428	0	51084
SLC25A15	0	0.701478966336967	0.268	0.13	0	10166
MTHFS	0	0.700069466108484	0.412	0.275	0	10588
BACH2	0	0.69906353927795	0.327	0.196	0	60468
MAP7	0	0.698871488416676	0.441	0.292	0	9053
VNN1	0	0.697807930909869	0.217	0.095	0	8876
PCCA	0	0.69486265812769	0.822	0.749	0	5095
OSBPL9	0	0.692476718791414	0.588	0.506	0	114883
CUX2	0	0.692249702283219	0.764	0.685	0	23316
LINC01554	0	0.690052564589603	0.136	0.035	0	202299
HPGD	0	0.689403941515154	0.229	0.097	0	3248
ABCB11	0	0.688083956191684	0.686	0.531	0	8647
ID2	3.66549453001364e-293	0.687848463773863	0.275	0.155	1.24722116878244e-288	3398
UAP1	2.06749901037191e-142	0.687712719541233	0.294	0.215	7.03487213269147e-138	6675
ADCY1	0	0.686073433486975	0.216	0.056	0	107
KCNN2	0	0.685471675951923	0.177	0.052	0	3781
NAALADL2	0	0.684758897248583	0.531	0.392	0	254827
TSPAN9	0	0.68461209864519	0.524	0.401	0	10867
TENM2	0	0.680798150379398	0.617	0.472	0	57451
FGD4	0	0.679773633689508	0.581	0.423	0	121512
ERRFI1	2.76136675026002e-307	0.677850562480304	0.641	0.582	9.39582650443474e-303	54206
TPST1	1.33705825884849e-264	0.676958941872905	0.438	0.33	4.54947443155786e-260	8460
ASPG	0	0.676886312011782	0.224	0.087	0	374569
PLIN5	0	0.675396631382481	0.481	0.336	0	440503
MTHFD2L	4.0784631538766e-282	0.674674593413887	0.258	0.141	1.38773787273805e-277	441024
HGD	0	0.673840645102511	0.782	0.681	0	3081
MT2A	0	0.673007719069276	0.358	0.173	0	4502
LINC02532	0	0.672534613673157	0.479	0.328	0	100422737
LURAP1L	9.31517636977218e-256	0.672261287780036	0.318	0.204	3.16958191157868e-251	286343
SLCO1B1	0	0.671449769215828	0.683	0.584	0	10599
PKHD1	0	0.670315496060541	0.422	0.264	0	5314
EPHX2	0	0.665504248108381	0.394	0.254	0	2053
GFOD1	2.23731614494737e-299	0.664410155354459	0.367	0.237	7.61269191479792e-295	54438
SERPINE1	5.36486473570694e-30	0.664085983124664	0.227	0.194	1.82544887497164e-25	5054
CYP4F3	0	0.662362617462249	0.657	0.52	0	4051
SORBS1	0	0.66079062279926	0.594	0.502	0	10580
MAML3	0	0.655611724558083	0.574	0.451	0	55534
CBR4	0	0.655393758598464	0.427	0.307	0	84869
SCN9A	0	0.654015040417858	0.229	0.086	0	6335
UROC1	0	0.652675239510968	0.228	0.074	0	131669
ETS2	3.12600186438276e-230	0.652009331948985	0.312	0.206	1.06365339437488e-225	2114
SFXN5	0	0.649848632614692	0.61	0.528	0	94097
GAS2	0	0.647724819137176	0.703	0.637	0	2620
ADH1A	1.19260794381349e-279	0.643844421947011	0.178	0.075	4.05796778961978e-275	124
SUCLG2	0	0.640912800302068	0.663	0.594	0	8801
SLC17A1	0	0.640620440020792	0.274	0.138	0	6568
ENPP1	0	0.639827441252844	0.481	0.367	0	5167
PIK3R1	1.78092178904193e-285	0.636509867956531	0.603	0.541	6.05976447939408e-281	5295
ETFDH	0	0.635249237498311	0.296	0.165	0	2110
CFH	0	0.631621200566048	0.868	0.7	0	3075
SEC24B	6.85685233491083e-250	0.631596900464676	0.413	0.314	2.33311257547676e-245	10427
EHHADH	0	0.63054721209143	0.543	0.454	0	1962
GC	2.46294116213569e-270	0.629641947678489	0.548	0.47	8.3804035982829e-266	2638
SETBP1	0	0.629626756739473	0.641	0.57	0	26040
C3	0	0.626132573566672	0.903	0.811	0	718
GLIS3	0	0.624100152098586	0.537	0.385	0	169792
EPB41L4B	5.09247524063121e-243	0.623839503869307	0.373	0.265	1.73276562537717e-238	54566
LRP6	1.24967400325314e-257	0.622687689777567	0.551	0.482	4.25214076346915e-253	4040
LRRC28	2.70667278056331e-260	0.620930696796699	0.439	0.336	9.20972480314473e-256	123355
SLC22A10	6.78641516195052e-283	0.619020476997876	0.305	0.181	2.30914562300529e-278	387775
HSPD1	1.39970983314831e-08	0.615541374218817	0.342	0.423	0.000476265267827043	3329
C4orf19	1.01506586610765e-257	0.615329560944808	0.491	0.381	3.4538631160179e-253	55286
IGFBP1	7.86004146346415e-219	0.614562279103505	0.346	0.24	2.67445770835831e-214	3484
NOCT	1.12231825306597e-244	0.613991873165136	0.166	0.072	3.81880008788225e-240	25819
DLGAP2	0	0.611413340272531	0.22	0.092	0	9228
CAT	1.62716201916986e-198	0.610708472092616	0.41	0.33	5.53658148642736e-194	847
RPH3AL	2.25221757165882e-207	0.609298610012157	0.292	0.193	7.66339550932628e-203	9501
ADIPOR2	1.26294798400946e-203	0.609119002365496	0.496	0.421	4.29730681039059e-199	79602
DMGDH	0	0.607840679635721	0.619	0.529	0	29958
ARHGEF10L	0	0.606165830506509	0.577	0.488	0	55160
COBLL1	0	0.605563144392121	0.73	0.693	0	22837
REPS1	5.66069072938128e-164	0.604694548944876	0.415	0.341	1.92610662757927e-159	85021
PROS1	6.33341157197477e-233	0.603277646978587	0.508	0.429	2.15500662148014e-228	5627
NR1I3	7.47730609535691e-298	0.596239920857827	0.276	0.149	2.54422817200614e-293	9970
HP	0	0.594626739305554	0.461	0.321	0	3240
MPC1	3.55087907418142e-274	0.593650414623081	0.263	0.146	1.20822211378097e-269	51660
RAPGEF5	9.32667706370874e-173	0.591654103585006	0.474	0.417	3.17349513769753e-168	9771
GIPC2	1.09137106646508e-287	0.591594221651766	0.287	0.165	3.71349919075407e-283	54810
PLPP3	1.81725454777521e-220	0.591184650886113	0.563	0.501	6.18339032425992e-216	8613
GCKR	2.05576216993825e-228	0.588138206916102	0.324	0.216	6.99493635943188e-224	2646
ACO1	8.77580489191416e-228	0.587177364835458	0.316	0.209	2.98605537252271e-223	48
LPA	0	0.586598012906023	0.196	0.079	0	4018
GAREM1	2.56550044306707e-244	0.585766157062869	0.35	0.232	8.72937180758002e-240	64762
GPAT3	3.1943027574239e-160	0.584851326879136	0.149	0.076	1.08689345624105e-155	84803
ITSN1	7.36107646952054e-238	0.582784465408688	0.544	0.47	2.50467987951906e-233	6453
AOPEP	0	0.582008694684392	0.806	0.778	0	84909
FAM99A	0	0.581133186202612	0.217	0.086	0	387742
C5	0	0.57567354664751	0.682	0.537	0	727
TIMP3	1.92827953664734e-08	0.574514885421765	0.166	0.155	0.000656116395139623	7078
RBFOX2	0	0.574267146787062	0.703	0.635	0	23543
NHSL1	1.39721198849057e-295	0.574240443728404	0.576	0.485	4.75415351203802e-291	57224
GDPD4	0	0.572803027672457	0.158	0.038	0	220032
LTBP1	6.85036284166655e-209	0.5725827107843	0.363	0.258	2.33090446050546e-204	4052
CYP2D6	0	0.571612867594394	0.247	0.122	0	1565
ARHGAP42	8.17409350137645e-179	0.571305051853871	0.429	0.35	2.78131705477835e-174	143872
CYB5A	0	0.571164766114939	0.658	0.584	0	1528
ATP11C	2.05883982079385e-159	0.569306221587104	0.36	0.282	7.00540837423314e-155	286410
EHBP1	0	0.568895759081463	0.817	0.789	0	23301
TRABD2B	5.68532261009026e-224	0.567165803813133	0.28	0.172	1.93448787130931e-219	388630
AGMO	0	0.56551057102137	0.829	0.796	0	392636
TAT-AS1	0	0.563411172406346	0.127	0.027	0	100132529
ACAT1	4.90093262921004e-117	0.562543489140151	0.334	0.268	1.66759133641501e-112	38
NAV2	0	0.559240112207215	0.647	0.538	0	89797
AZGP1	1.15761653340772e-291	0.559021961724753	0.455	0.322	3.93890601657309e-287	563
PLGLB2	0	0.558271481994836	0.2	0.067	0	5342
MTTP	3.08732463502338e-177	0.556679194855703	0.327	0.24	1.05049308031305e-172	4547
CPEB3	9.72321579554841e-202	0.555368949571052	0.45	0.358	3.3084214065933e-197	22849
PPFIBP2	1.31418755700229e-207	0.554917897345589	0.355	0.254	4.47165458145601e-203	8495
LRBA	0	0.551913946148109	0.594	0.505	0	987
MICU3	1.06208719053135e-220	0.551884301427444	0.379	0.275	3.61385787450198e-216	286097
TRIM55	1.70520949743321e-296	0.551566554083711	0.194	0.084	5.80214583596624e-292	84675
C1R	7.87353918742479e-230	0.550828619608148	0.403	0.294	2.67905044391316e-225	715
PON1	1.15234930563817e-238	0.550532584337236	0.325	0.213	3.92098374736443e-234	5444
BDH1	0	0.550394329667975	0.618	0.523	0	622
CLMN	7.03249523974922e-208	0.549713711138349	0.624	0.594	2.39287683027707e-203	79789
TENT5A	1.33911493172748e-194	0.54948607574355	0.328	0.228	4.55647246669593e-190	55603
MTHFD1	1.09886368545033e-222	0.546353820876986	0.407	0.3	3.73899357611328e-218	4522
ABCA10	6.71077993477677e-182	0.546297052112738	0.305	0.212	2.28340998060714e-177	10349
GRB14	7.61255376296012e-233	0.54536407034523	0.496	0.401	2.59024754338481e-228	2888
NAMPT	7.57926296174872e-206	0.545321176712652	0.496	0.406	2.57892001536462e-201	10135
ERGIC1	7.4376400183202e-169	0.544524771440609	0.438	0.363	2.53073139263363e-164	57222
ELOVL6	2.67163645042977e-126	0.543628018301866	0.332	0.256	9.09051018623233e-122	79071
AMOTL1	3.27205419543987e-199	0.543205961665055	0.211	0.119	1.11334916054037e-194	154810
DAPK1	2.4423767251442e-136	0.54280289585054	0.469	0.41	8.31043104497565e-132	1612
CPNE8	4.11114793165758e-243	0.541830946360955	0.389	0.276	1.39885919522581e-238	144402
SIK2	0	0.541522173507619	0.767	0.733	0	23235
NR1I2	4.31828017705318e-273	0.540738939735445	0.252	0.135	1.46933801304412e-268	8856
C11orf54	7.08784181867755e-218	0.540544812920061	0.297	0.193	2.41170905722322e-213	28970
IFNLR1	1.60747013160688e-125	0.539186824939953	0.207	0.133	5.46957786980556e-121	163702
AGL	3.57327555569036e-237	0.538437933604023	0.291	0.18	1.2158427405792e-232	178
DNAJB1	6.10958222175106e-90	0.536647613464768	0.189	0.132	2.07884644677301e-85	3337
SLC6A1	3.82330167170063e-175	0.535986368568847	0.45	0.375	1.30091662681286e-170	6529
ECHDC2	0	0.535399307016785	0.74	0.699	0	55268
RIDA	3.97248204749185e-238	0.535270314532563	0.262	0.154	1.35167674147958e-233	10247
HSPA1A	3.15200642621891e-09	0.534444758721299	0.166	0.159	0.000107250170658525	3303
DIAPH1	2.57616551935819e-186	0.532963523436942	0.492	0.429	8.76566079616818e-182	1729
HNF4A-AS1	2.55703838953939e-181	0.532562934916371	0.347	0.25	8.70057882424673e-177	101927219
RETREG1	0	0.53243908007475	0.182	0.072	0	54463
LARP1B	2.15032963728515e-216	0.531347189013303	0.5	0.412	7.31671162382644e-212	55132
MYO1B	0	0.530439848476718	0.717	0.689	0	4430
XIST	7.63723286016382e-70	0.528882446676888	0.22	0.17	2.59864485299934e-65	7503
ACOX1	1.03651616033061e-143	0.528814194963491	0.465	0.416	3.52684988714093e-139	51
CDA	9.1199298959422e-304	0.527743706995106	0.174	0.067	3.10314734639329e-299	978
RANBP10	3.0468050479241e-163	0.527171404439331	0.354	0.268	1.03670588560665e-158	57610
MAGI1	0	0.525517783238898	0.89	0.878	0	9223
FERMT2	9.26943162563727e-138	0.524485374613341	0.393	0.327	3.15401680493934e-133	10979
DPYD	0	0.523206301759422	0.849	0.676	0	1806
PGM1	2.97230781805906e-187	0.523024823434482	0.315	0.217	1.01135745817278e-182	5236
DUSP16	2.21288568922031e-141	0.522353353456264	0.492	0.44	7.52956484614104e-137	80824
MAN1C1	1.92122557005288e-146	0.520848146938161	0.232	0.15	6.53716212466193e-142	57134
SLC25A47	0	0.519796345852638	0.165	0.052	0	283600
HSD17B6	1.49809002554749e-150	0.519194577922731	0.407	0.326	5.09740112092788e-146	8630
RYBP	7.71920981691858e-92	0.518740691221291	0.324	0.269	2.62653833230472e-87	23429
SUGCT	0	0.518011335980595	0.709	0.659	0	79783
PDE11A	2.80145178651645e-220	0.51798587879251	0.296	0.185	9.53221984880087e-216	50940
RBM25	1.49827331942674e-204	0.51688318376662	0.672	0.639	5.09802479668143e-200	58517
PER3	4.88883796866543e-148	0.515805141167414	0.332	0.252	1.6634760072181e-143	8863
GPT2	1.53449551911249e-133	0.515275676807385	0.483	0.416	5.22127445333216e-129	84706
LINC01687	1.13839987858636e-167	0.512369657403151	0.35	0.26	3.87351942687796e-163	101927843
RTTN	1.38268425338859e-119	0.512047829829356	0.297	0.224	4.70472144058001e-115	25914
KCNMA1	7.52899008327474e-160	0.511910920124917	0.294	0.201	2.56181416573506e-155	3778
DUSP10	8.27831451046961e-125	0.511724126511788	0.232	0.16	2.81677929533239e-120	11221
LUC7L2	3.93271608867122e-178	0.509649710309184	0.498	0.444	1.33814597633127e-173	51631
MIA2	3.85013548417747e-288	0.507678425449006	0.664	0.624	1.31004709984623e-283	4253
TFPI	3.03417830064093e-240	0.506193537471564	0.556	0.472	1.03240950857608e-235	7035
LINC01239	7.04687443207642e-170	0.506144990393201	0.235	0.147	2.39776949425832e-165	441389
LINC00299	2.77652338964108e-229	0.506005769712085	0.158	0.07	9.44739848559275e-225	339789
GOT2	2.515385718358e-220	0.505908080139951	0.262	0.156	8.55885144528494e-216	2806
AMDHD1	1.15496558813018e-205	0.504453030746222	0.23	0.132	3.92988591017174e-201	144193
RAB1A	7.58322003934344e-102	0.504127958878537	0.502	0.477	2.580266450587e-97	5861
SMARCA2	4.27694113954311e-178	0.502499619344163	0.348	0.254	1.45527199214094e-173	6595
RAD54L2	2.65753579889134e-116	0.501653732372458	0.437	0.385	9.04253130930769e-112	23132
CLDN14	9.7351728184257e-162	0.501559231734274	0.278	0.189	3.31248990319753e-157	23562
NR5A2	2.02843757022633e-196	0.500567644544923	0.552	0.481	6.90196167645211e-192	2494
CRY1	3.40844793274938e-113	0.500018178927701	0.238	0.169	1.1597584935973e-108	1407
CDO1	2.7494217049878e-156	0.499625403144484	0.268	0.181	9.3551822933915e-152	1036
KNG1	1.88920666391949e-280	0.49723212613984	0.606	0.517	6.42821459465247e-276	3827
KDM4B	6.00830393700777e-103	0.496743796544279	0.392	0.345	2.04438549760626e-98	23030
FOXN3	0	0.495787540595906	0.784	0.742	0	1112
ATF5	1.31915890442948e-196	0.494913894151886	0.307	0.202	4.48857008821175e-192	22809
RAPGEF2	1.53919052169537e-151	0.494733905882808	0.487	0.426	5.23724966912067e-147	9693
HAAO	1.99126499112077e-170	0.493434393899355	0.288	0.196	6.77547825878753e-166	23498
SLC66A2	3.95780889645162e-150	0.492819415586383	0.374	0.295	1.34668405510663e-145	80148
RNF144B	2.61567894789433e-280	0.491887800114088	0.204	0.093	8.90010918810526e-276	255488
A1CF	0	0.491527671903255	0.763	0.743	0	29974
ZHX3	2.96969833423754e-143	0.491374428986466	0.434	0.369	1.01046955520766e-138	23051
ACSM5	2.26844928251637e-118	0.489457195656392	0.302	0.223	7.7186255286902e-114	54988
HSPB1	6.6397971051505e-38	0.489329984701336	0.169	0.235	2.25925736299851e-33	3315
GCGR	1.14735797357548e-297	0.487880849412162	0.261	0.13	3.90400024088794e-293	2642
LINC01727	0	0.487146461710754	0.12	0.02	0	101929625
NUGGC	9.44836277498871e-215	0.484768131948468	0.269	0.16	3.21489991781766e-210	389643
RALGAPA2	0	0.484141193981262	0.776	0.681	0	57186
SLC44A1	2.42767752973548e-129	0.482743313953976	0.357	0.28	8.26041556267793e-125	23446
