#ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0009410	response to xenobiotic stimulus	37/360	432/18903	2.05973456562869e-14	5.85281498879415e-12	4.84496268271365e-12	ADRA1A/CYP2B6/CYP2C8/ACSL1/FBP1/CYP2A7/ASS1/CYP2C9/CYP3A5/CPS1/CYP2C19/CYP2C18/CYP2A6/ARG1/NNMT/ACACB/HMGCS2/ACSM2B/SLC1A1/SRD5A1/RORA/SLC22A7/GLYAT/GPLD1/CDH1/PON3/HSP90AA1/SLCO2B1/POR/SULT2A1/PLIN2/ABCB11/ADCY1/SLCO1B1/CAT/CYP2D6/NR1I2	37
BP	GO:0009259	ribonucleotide metabolic process	37/360	466/18903	2.14170720269837e-13	5.65104743340555e-11	4.67793941642012e-11	ALDOB/PDE7B/ACSL1/FBP1/PRKAG2/BAAT/ACACB/GDA/ADK/TDO2/HMGCS2/PPARGC1A/XDH/ACSM2B/PFKFB1/DLG2/IGF1/ACSM2A/RORA/GLYAT/AASS/UPB1/PAPSS2/PID1/SULT2A1/SLC4A4/ADCY1/TPST1/SUCLG2/ENPP1/ACAT1/MTHFD1/ELOVL6/HSPA1A/CDA/DPYD/PGM1	37
BP	GO:0019395	fatty acid oxidation	19/360	110/18903	2.57356921262807e-13	6.33784311429873e-11	5.24646916679617e-11	ADH4/PRKAG2/ACACB/SCP2/LONP2/PPARGC1A/SLC27A2/MFSD2A/HAO2/HAO1/POR/ABCB11/PLIN5/ETFDH/EHHADH/ADIPOR2/ACAT1/ECHDC2/ACOX1	19
BP	GO:0019693	ribose phosphate metabolic process	37/360	475/18903	3.83502234109979e-13	8.85410783001414e-11	7.32943414532558e-11	ALDOB/PDE7B/ACSL1/FBP1/PRKAG2/BAAT/ACACB/GDA/ADK/TDO2/HMGCS2/PPARGC1A/XDH/ACSM2B/PFKFB1/DLG2/IGF1/ACSM2A/RORA/GLYAT/AASS/UPB1/PAPSS2/PID1/SULT2A1/SLC4A4/ADCY1/TPST1/SUCLG2/ENPP1/ACAT1/MTHFD1/ELOVL6/HSPA1A/CDA/DPYD/PGM1	37
BP	GO:0034440	lipid oxidation	19/360	116/18903	6.96544643179127e-13	1.51355053641394e-10	1.25291776373707e-10	ADH4/PRKAG2/ACACB/SCP2/LONP2/PPARGC1A/SLC27A2/MFSD2A/HAO2/HAO1/POR/ABCB11/PLIN5/ETFDH/EHHADH/ADIPOR2/ACAT1/ECHDC2/ACOX1	19
BP	GO:0071466	cellular response to xenobiotic stimulus	23/360	183/18903	8.42074022516212e-13	1.65727634850815e-10	1.37189405078397e-10	CYP2B6/CYP2C8/ACSL1/FBP1/CYP2A7/CYP2C9/CYP3A5/CYP2C19/CYP2C18/CYP2A6/ACSM2B/RORA/SLC22A7/GLYAT/GPLD1/PON3/SLCO2B1/POR/SULT2A1/ABCB11/SLCO1B1/CYP2D6/NR1I2	23
BP	GO:0008202	steroid metabolic process	30/360	323/18903	8.52416096958714e-13	1.65727634850815e-10	1.37189405078397e-10	CYP2B6/CYP2C8/ESR1/PRKAG2/CYP2C9/CYP3A5/CYP2C19/BAAT/INSIG1/CYP2A6/SCP2/HMGCS2/SLC27A2/SRD5A1/RORA/AKR1D1/HSD17B2/POR/SULT2A1/OSBPL9/ABCB11/EPHX2/GC/CAT/CYP2D6/PON1/BDH1/NR1I2/HSD17B6/NR5A2	30
BP	GO:0008652	cellular amino acid biosynthetic process	16/360	79/18903	1.55993188946054e-12	2.88119419983362e-10	2.38505375730678e-10	SDS/BHMT/ASS1/CPS1/ASL/AGXT/SHMT1/CTH/AASS/UPB1/GOT1/HAO1/MTHFD2L/MTHFD1/DPYD/GOT2	16
BP	GO:0016042	lipid catabolic process	30/360	336/18903	2.35292687171221e-12	4.13891041147852e-10	3.42619176056339e-10	PCK1/CPS1/SORL1/ACACB/BCO2/SCP2/LONP2/SLC27A2/SRD5A1/PDE3B/MFSD2A/GPLD1/AIG1/HAO1/AKR1D1/ABHD2/SULT2A1/MGLL/PCCA/HPGD/ABCB11/ASPG/PLIN5/CYP4F3/ETFDH/EHHADH/ACAT1/ECHDC2/ACOX1/HSD17B6	30
BP	GO:0043648	dicarboxylic acid metabolic process	17/360	95/18903	2.60433585188928e-12	4.37291665312682e-10	3.61990222475519e-10	TAT/PCK1/ASS1/KMO/ASL/HAL/KYNU/SHMT1/FTCD/GOT1/MTHFS/MTHFD2L/UROC1/MTHFD1/GPT2/GOT2/AMDHD1	17
BP	GO:0009150	purine ribonucleotide metabolic process	34/360	447/18903	7.06460790090439e-12	1.12662969609578e-09	9.32624531148159e-10	ALDOB/PDE7B/ACSL1/FBP1/PRKAG2/BAAT/ACACB/GDA/ADK/TDO2/HMGCS2/PPARGC1A/XDH/ACSM2B/PFKFB1/DLG2/IGF1/ACSM2A/RORA/GLYAT/AASS/PAPSS2/PID1/SULT2A1/SLC4A4/ADCY1/TPST1/SUCLG2/ENPP1/ACAT1/MTHFD1/ELOVL6/HSPA1A/PGM1	34
BP	GO:0009062	fatty acid catabolic process	17/360	101/18903	7.3197381446396e-12	1.12662969609578e-09	9.32624531148159e-10	PCK1/ACACB/SCP2/LONP2/SLC27A2/MFSD2A/AIG1/HAO1/ABHD2/PCCA/ABCB11/PLIN5/ETFDH/EHHADH/ACAT1/ECHDC2/ACOX1	17
BP	GO:0006163	purine nucleotide metabolic process	35/360	476/18903	8.88438313763306e-12	1.31275645241666e-09	1.08670033746628e-09	ALDOB/PDE7B/ACSL1/FBP1/PRKAG2/BAAT/ACACB/GDA/ADK/TDO2/HMGCS2/PPARGC1A/XDH/ACSM2B/PFKFB1/DLG2/IGF1/ACSM2A/RORA/GLYAT/AASS/PAPSS2/PID1/SULT2A1/SLC4A4/ADCY1/TPST1/MTHFD2L/SUCLG2/ENPP1/ACAT1/MTHFD1/ELOVL6/HSPA1A/PGM1	35
BP	GO:0030258	lipid modification	23/360	213/18903	2.03180069732329e-11	2.88671991381239e-09	2.38962794563731e-09	CYP2C8/ADH4/PRKAG2/CYP3A5/ACACB/SCP2/LONP2/PPARGC1A/SLC27A2/MFSD2A/HAO2/HAO1/POR/ABCB11/PLIN5/EPHX2/ETFDH/EHHADH/ADIPOR2/PLPP3/ACAT1/ECHDC2/ACOX1	23
BP	GO:0042178	xenobiotic catabolic process	10/360	26/18903	2.24533681179277e-11	3.07195340102314e-09	2.54296430341442e-09	CYP2B6/CYP2C8/ACSL1/CYP2C9/CYP3A5/CYP2C19/CYP2A6/PON3/CYP2D6/NR1I2	10
BP	GO:0120254	olefinic compound metabolic process	20/360	160/18903	2.96699640574521e-11	3.91431597243671e-09	3.2402723904849e-09	CYP2B6/CYP2C8/ADH4/CYP2A7/CYP2C9/CYP3A5/CYP2C19/CYP2C18/CYP2A6/BCO2/SCP2/ALDH1A2/SRD5A1/ALDH8A1/MGLL/EPHX2/CYP4F3/ADH1A/CYP2D6/HSD17B6	20
BP	GO:1901607	alpha-amino acid biosynthetic process	14/360	71/18903	5.79066695673366e-11	7.37611163385315e-09	6.10594827924184e-09	SDS/BHMT/ASS1/CPS1/ASL/AGXT/SHMT1/CTH/AASS/GOT1/HAO1/MTHFD2L/MTHFD1/GOT2	14
BP	GO:0009066	aspartate family amino acid metabolic process	12/360	48/18903	7.13602983835561e-11	8.78683140762855e-09	7.27374269488528e-09	SDS/BHMT/ASS1/AASS/GOT1/MSRA/MAT1A/ASPG/MTHFD2L/MTHFD1/RIDA/GOT2	12
BP	GO:0072330	monocarboxylic acid biosynthetic process	22/360	218/18903	2.10289122403245e-10	2.50583231663738e-08	2.07432903423235e-08	SDS/CYP2C8/PRKAG2/CYP2C9/KMO/BAAT/INSIG1/ACACB/SCP2/ACSM2B/SLC27A2/ALDH1A2/ACSM2A/AKR1D1/ABHD2/ALDH8A1/MGLL/OSBPL9/ABCB11/CBR4/CYP2D6/ELOVL6	22
BP	GO:0044242	cellular lipid catabolic process	22/360	222/18903	2.98770508204014e-10	3.44893205408009e-08	2.85502738925217e-08	PCK1/CPS1/SORL1/ACACB/BCO2/SCP2/LONP2/SLC27A2/MFSD2A/GPLD1/AIG1/HAO1/ABHD2/MGLL/PCCA/ABCB11/PLIN5/ETFDH/EHHADH/ACAT1/ECHDC2/ACOX1	22
BP	GO:0006790	sulfur compound metabolic process	27/360	338/18903	3.81404437399046e-10	4.26941815682447e-08	3.53422612645687e-08	GHR/BHMT/ACSL1/CPS1/BAAT/ACACB/AGXT/TDO2/HMGCS2/XDH/ACSM2B/SLC1A1/ACSM2A/CTH/GLYAT/AASS/MSRA/PAPSS2/SULT2A1/MAT1A/TPST1/MTHFD2L/SUCLG2/ENPP1/ACAT1/MTHFD1/ELOVL6	27
BP	GO:0006641	triglyceride metabolic process	15/360	104/18903	1.20851136514559e-09	1.31301205377877e-07	1.08691192438017e-07	ACSL1/PCK1/CPS1/SORL1/INSIG1/MFSD2A/GPLD1/MOGAT1/MGLL/PLIN5/C3/CAT/GPAT3/AGMO/MTTP	15
BP	GO:0042180	cellular ketone metabolic process	21/360	218/18903	1.28351926749704e-09	1.35466290689545e-07	1.12139051791847e-07	CYP2B6/BHMT/ADH4/PRKAG2/KMO/INSIG1/ACACB/TDO2/LONP2/PPARGC1A/SRD5A1/KYNU/IDO2/MFSD2A/ALDH8A1/ABCB11/PLIN5/CYP4F3/CBR4/HSD17B6/GOT2	21
BP	GO:0032868	response to insulin	23/360	269/18903	2.15342610098713e-09	2.17230498699612e-07	1.79823497199548e-07	GHR/FBP1/PCK1/SORL1/FOXO1/INSIG1/HMGCS2/PFKFB1/SRD5A1/PDE3B/GPLD1/GOT1/SLC39A14/PID1/ERRFI1/SORBS1/ENPP1/PIK3R1/IGFBP1/CAT/GRB14/SIK2/CRY1	23
BP	GO:0033865	nucleoside bisphosphate metabolic process	16/360	126/18903	2.29344597977392e-09	2.17230498699612e-07	1.79823497199548e-07	ACSL1/BAAT/ACACB/TDO2/HMGCS2/ACSM2B/ACSM2A/GLYAT/AASS/PAPSS2/SULT2A1/TPST1/SUCLG2/ENPP1/ACAT1/ELOVL6	16
BP	GO:0033875	ribonucleoside bisphosphate metabolic process	16/360	126/18903	2.29344597977392e-09	2.17230498699612e-07	1.79823497199548e-07	ACSL1/BAAT/ACACB/TDO2/HMGCS2/ACSM2B/ACSM2A/GLYAT/AASS/PAPSS2/SULT2A1/TPST1/SUCLG2/ENPP1/ACAT1/ELOVL6	16
BP	GO:0034032	purine nucleoside bisphosphate metabolic process	16/360	126/18903	2.29344597977392e-09	2.17230498699612e-07	1.79823497199548e-07	ACSL1/BAAT/ACACB/TDO2/HMGCS2/ACSM2B/ACSM2A/GLYAT/AASS/PAPSS2/SULT2A1/TPST1/SUCLG2/ENPP1/ACAT1/ELOVL6	16
BP	GO:0009064	glutamine family amino acid metabolic process	13/360	78/18903	2.52371206367517e-09	2.28786721116927e-07	1.89389742924421e-07	TAT/ASS1/CPS1/ASL/ARG1/HAL/GLYATL1/FTCD/GOT1/MTHFS/UROC1/GOT2/AMDHD1	13
BP	GO:0031667	response to nutrient levels	31/360	474/18903	2.53932202647374e-09	2.28786721116927e-07	1.89389742924421e-07	GHR/ACSL1/PCK1/PRKAG2/ASS1/CPS1/SORL1/FOXO1/ASL/ARG1/ACACB/RNF152/HMGCS2/PPARGC1A/A2M/PFKFB1/ALDH1A2/SRD5A1/KYNU/BCKDHB/MFSD2A/HAMP/MAP3K5/ALB/POR/PLIN2/CAT/ACAT1/PON1/SIK2/AGL	31
BP	GO:0001676	long-chain fatty acid metabolic process	15/360	111/18903	3.05234038530673e-09	2.68460604364835e-07	2.22231799982858e-07	CYP2B6/CYP2C8/ACSL1/CYP2A7/CYP2C9/CYP2C19/CYP2C18/CYP2A6/SCP2/SLC27A2/AIG1/MGLL/CYP4F3/CYP2D6/ELOVL6	15
BP	GO:0032869	cellular response to insulin stimulus	20/360	208/18903	3.30100644011014e-09	2.8357948348295e-07	2.34747214406853e-07	GHR/FBP1/PCK1/SORL1/FOXO1/INSIG1/HMGCS2/SRD5A1/PDE3B/GPLD1/GOT1/SLC39A14/PID1/ERRFI1/SORBS1/ENPP1/PIK3R1/IGFBP1/GRB14/SIK2	20
BP	GO:0009069	serine family amino acid metabolic process	10/360	41/18903	3.67533654454846e-09	3.08561208990046e-07	2.55427097174959e-07	SDS/BAAT/AGXT/GLDC/SHMT1/CTH/GLYAT/HAO1/MTHFD1/RIDA	10
BP	GO:0006639	acylglycerol metabolic process	16/360	132/18903	4.56284084184375e-09	3.74558534883796e-07	3.1005971100716e-07	ACSL1/PCK1/CPS1/SORL1/INSIG1/MFSD2A/GPLD1/MOGAT1/ABHD2/MGLL/PLIN5/C3/CAT/GPAT3/AGMO/MTTP	16
BP	GO:0006638	neutral lipid metabolic process	16/360	133/18903	5.0980913316486e-09	4.09398899545868e-07	3.38900579369318e-07	ACSL1/PCK1/CPS1/SORL1/INSIG1/MFSD2A/GPLD1/MOGAT1/ABHD2/MGLL/PLIN5/C3/CAT/GPAT3/AGMO/MTTP	16
BP	GO:0071375	cellular response to peptide hormone stimulus	24/360	306/18903	5.32879116663667e-09	4.1882030999055e-07	3.46699626855084e-07	GHR/FBP1/PCK1/ASS1/CPS1/SORL1/FOXO1/INSIG1/ARG1/HMGCS2/SRD5A1/PDE3B/GPLD1/GOT1/SLC39A14/PID1/POR/ERRFI1/SORBS1/ENPP1/PIK3R1/IGFBP1/GRB14/SIK2	24
BP	GO:0006721	terpenoid metabolic process	14/360	101/18903	7.36543022257964e-09	5.66831234212692e-07	4.69223131504251e-07	CYP2C8/ADH4/CYP2C9/CYP3A5/CYP2C19/CYP2C18/BCO2/HMGCS2/ALDH1A2/SRD5A1/ALDH8A1/ADH1A/CYP2D6/HSD17B6	14
BP	GO:0042445	hormone metabolic process	21/360	241/18903	7.81102880440137e-09	5.88855926601197e-07	4.87455181026552e-07	CYP2C8/GHR/ESR1/ADH4/CYP2C9/CYP3A5/CYP2C18/BCO2/PCSK6/ALDH1A2/SRD5A1/HPN/PAPSS2/AKR1D1/HSD17B2/POR/SULT2A1/ALDH8A1/ADH1A/CYP2D6/HSD17B6	21
BP	GO:0006544	glycine metabolic process	7/360	16/18903	8.46176779534658e-09	6.12897455608045e-07	5.07356768740595e-07	BAAT/AGXT/GLDC/SHMT1/GLYAT/HAO1/RIDA	7
BP	GO:0009074	aromatic amino acid family catabolic process	7/360	16/18903	8.46176779534658e-09	6.12897455608045e-07	5.07356768740595e-07	TAT/KMO/TDO2/KYNU/IDO2/HPD/HGD	7
BP	GO:0062012	regulation of small molecule metabolic process	25/360	339/18903	8.83901812105028e-09	6.27910248829995e-07	5.19784365215609e-07	BHMT/FBP1/PRKAG2/FOXO1/INSIG1/NNMT/ACACB/LONP2/PPARGC1A/PFKFB1/IGF1/RORA/MFSD2A/GPLD1/PID1/POR/IGFBP4/SLC4A4/ABCB11/PLIN5/EPHX2/SORBS1/GCKR/CDA/CRY1	25
BP	GO:0006547	histidine metabolic process	6/360	10/18903	9.0136030250619e-09	6.28231124048654e-07	5.2004998585511e-07	HAL/FTCD/MTHFD2L/UROC1/MTHFD1/AMDHD1	6
BP	GO:0006536	glutamate metabolic process	9/360	34/18903	1.02794667892029e-08	7.03191672579917e-07	5.82102359115681e-07	TAT/ASL/HAL/FTCD/GOT1/MTHFS/UROC1/GOT2/AMDHD1	9
BP	GO:0043434	response to peptide hormone	28/360	421/18903	1.07699041491208e-08	7.2334592594277e-07	5.98786058434373e-07	GHR/FBP1/PCK1/ASS1/CPS1/SORL1/FOXO1/INSIG1/ARG1/HMGCS2/PFKFB1/SRD5A1/PDE3B/GPLD1/GOT1/SLC39A14/PID1/POR/ERRFI1/SORBS1/ENPP1/PIK3R1/LRP6/IGFBP1/CAT/GRB14/SIK2/CRY1	28
BP	GO:0044262	cellular carbohydrate metabolic process	23/360	296/18903	1.33307631592206e-08	8.68650163957466e-07	7.19068967114935e-07	FBP1/PCK1/PRKAG2/FOXO1/UGP2/NNMT/ACACB/FGGY/GYS2/PPARGC1A/PFKFB1/IGF1/GBE1/RORA/GPLD1/MOGAT1/GOT1/IGFBP4/SORBS1/ENPP1/GCKR/AGL/CRY1	23
BP	GO:0015711	organic anion transport	26/360	372/18903	1.34036435694574e-08	8.68650163957466e-07	7.19068967114935e-07	SLC7A2/APBA1/KMO/SLC38A4/ARG1/AGXT/SLC22A25/SLC1A1/SLC22A7/SLC2A9/SLC13A5/MFSD2A/ABCB4/SLC25A18/SLCO2B1/SLC23A2/SLC4A4/SLC25A15/ABCB11/SLCO1B1/SFXN5/SLC17A1/SLC22A10/MPC1/MTTP/SLC6A1	26
BP	GO:1901653	cellular response to peptide	26/360	373/18903	1.41607058155163e-08	9.01890470388226e-07	7.46585306607527e-07	GHR/FBP1/PCK1/ASS1/CPS1/SORL1/FOXO1/INSIG1/ARG1/HMGCS2/SRD5A1/PDE3B/IGF1/GPLD1/GOT1/SLC39A14/ANO1/PID1/POR/ERRFI1/SORBS1/ENPP1/PIK3R1/IGFBP1/GRB14/SIK2	26
BP	GO:0070189	kynurenine metabolic process	6/360	11/18903	1.95118944142593e-08	1.21201341869775e-06	1.00330521224089e-06	KMO/TDO2/KYNU/IDO2/ALDH8A1/GOT2	6
BP	GO:0006635	fatty acid beta-oxidation	12/360	76/18903	1.96861952143652e-08	1.21201341869775e-06	1.00330521224089e-06	ACACB/SCP2/LONP2/SLC27A2/MFSD2A/ABCB11/PLIN5/ETFDH/EHHADH/ACAT1/ECHDC2/ACOX1	12
BP	GO:0042537	benzene-containing compound metabolic process	8/360	27/18903	2.59174809608309e-08	1.54418023660176e-06	1.27827304229565e-06	KMO/TDO2/KYNU/IDO2/PON3/ALDH8A1/EPHX2/GOT2	8
BP	GO:0042730	fibrinolysis	8/360	27/18903	2.59174809608309e-08	1.54418023660176e-06	1.27827304229565e-06	PLG/KLKB1/FGB/F11/FGG/HRG/SERPINE1/PROS1	8
BP	GO:0010038	response to metal ion	25/360	360/18903	2.914695251163e-08	1.70902924726922e-06	1.41473512190952e-06	TAT/FBP1/ASS1/CPS1/ARG1/HMGCS2/SLC1A1/DLG2/FGB/GPHN/TFR2/SLC13A5/GPLD1/CDH1/HAMP/FGG/EGFR/ADCY1/MT2A/CAT/ACO1/MTTP/CPNE8/SLC6A1/KCNMA1	25
BP	GO:0019373	epoxygenase P450 pathway	7/360	19/18903	3.54761897497605e-08	2.04764132711899e-06	1.69503834248445e-06	CYP2B6/CYP2C8/CYP2A7/CYP2C9/CYP2C19/CYP2C18/CYP2A6	7
BP	GO:0019627	urea metabolic process	6/360	12/18903	3.83981124210204e-08	2.14913071641287e-06	1.7790513011653e-06	ASS1/CYP2C9/CPS1/ASL/ARG1/SLC25A15	6
BP	GO:0071941	nitrogen cycle metabolic process	6/360	12/18903	3.83981124210204e-08	2.14913071641287e-06	1.7790513011653e-06	ASS1/CYP2C9/CPS1/ASL/ARG1/SLC25A15	6
BP	GO:0033559	unsaturated fatty acid metabolic process	14/360	115/18903	4.01810446166758e-08	2.21535490767165e-06	1.83387171424106e-06	CYP2B6/CYP2C8/CYP2A7/CYP2C9/CYP2C19/CYP2C18/CYP2A6/SCP2/MGLL/HPGD/CYP4F3/CYP2D6/ELOVL6/ACOX1	14
BP	GO:0006066	alcohol metabolic process	25/360	367/18903	4.24882818486236e-08	2.30811342865905e-06	1.91065725650544e-06	CYP2C8/ADH4/PCK1/CYP2C9/CYP3A5/CYP2C18/INSIG1/HMGCS2/GCH1/ALDH1A2/IGF1/MOGAT1/GOT1/HAO1/AKR1D1/POR/SULT2A1/EPHX2/CBR4/ADH1A/CAT/PLPP3/CYP2D6/PON1/HSD17B6	25
BP	GO:0031638	zymogen activation	11/360	67/18903	5.0838528947346e-08	2.72170327436951e-06	2.2530271028534e-06	KLKB1/CYFIP2/FGB/F11/HPN/FGG/HGFAC/F9/SERPINE1/HP/C1R	11
BP	GO:0019432	triglyceride biosynthetic process	9/360	41/18903	6.10434637244022e-08	3.22135078568488e-06	2.66663552059231e-06	ACSL1/PCK1/MFSD2A/GPLD1/MOGAT1/PLIN5/C3/GPAT3/AGMO	9
BP	GO:0005996	monosaccharide metabolic process	20/360	248/18903	6.51118096849577e-08	3.38764823910188e-06	2.80429662171686e-06	ALDOB/SDS/FBP1/PCK1/FOXO1/NNMT/ACACB/FGGY/PPARGC1A/PFKFB1/IGF1/RORA/GPLD1/SLC39A14/SLC23A2/IGFBP4/SORBS1/GCKR/PGM1/CRY1	20
BP	GO:0019439	aromatic compound catabolic process	29/360	489/18903	7.19654189563382e-08	3.69222580034324e-06	3.05642605362811e-06	PDE7B/TAT/KMO/CYP2A6/GDA/TDO2/XDH/KYNU/IDO2/UPB1/PON3/SLCO2B1/HPD/ALDH8A1/MTHFS/HGD/SLCO1B1/EPHX2/SUCLG2/ENPP1/NOCT/ACAT1/CPEB3/PON1/TENT5A/RIDA/HSPA1A/CDA/DPYD	29
