#ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0008038	neuron recognition	8/265	48/18903	3.11836815331535e-07	9.93908976865784e-05	8.49270408070382e-05	NTM/ROBO1/PALLD/NRCAM/NRP1/EPHB2/ROBO2/YWHAZ	8
BP	GO:0099175	regulation of postsynapse organization	10/265	87/18903	3.83509739823232e-07	0.000112048762318354	9.57428701348173e-05	DNM3/IL1RAPL1/RELN/NEDD9/NRCAM/APOE/EPHB2/ARHGAP44/STAU2/EGLN1	10
BP	GO:0031290	retinal ganglion cell axon guidance	6/265	22/18903	4.43308395017671e-07	0.000116088783456408	9.91949673392791e-05	EFNA5/NRCAM/NRP1/ALCAM/EPHB2/ROBO2	6
BP	GO:0061564	axon development	23/265	490/18903	4.63560458753483e-07	0.000116088783456408	9.91949673392791e-05	DISC1/ROBO1/RELN/MAP2/LAMA3/DCC/PTK2/ENAH/EFNA5/PALLD/NRCAM/NRP1/NRXN3/CTNNA2/SPP1/APOE/ALCAM/EPHB2/ROBO2/SEMA6D/IGF1R/MTR/AUTS2	23
BP	GO:0048813	dendrite morphogenesis	12/265	140/18903	6.68069912836919e-07	0.000156150207627083	0.000133426454170798	DNM3/IL1RAPL1/RELN/MAP2/PHACTR1/PREX2/NRP1/CTNND2/CTNNA2/EPHB2/ARHGAP44/STAU2	12
BP	GO:0007411	axon guidance	15/265	236/18903	1.28827394758374e-06	0.000280126723481373	0.00023936129192902	ROBO1/RELN/LAMA3/DCC/PTK2/ENAH/EFNA5/PALLD/NRCAM/NRP1/NRXN3/ALCAM/EPHB2/ROBO2/SEMA6D	15
BP	GO:0097485	neuron projection guidance	15/265	237/18903	1.35828702201464e-06	0.000280126723481373	0.00023936129192902	ROBO1/RELN/LAMA3/DCC/PTK2/ENAH/EFNA5/PALLD/NRCAM/NRP1/NRXN3/ALCAM/EPHB2/ROBO2/SEMA6D	15
BP	GO:0001952	regulation of cell-matrix adhesion	11/265	125/18903	1.51200491987399e-06	0.000294504958282124	0.000251647134617625	DISC1/PTK2/EFNA5/CD36/MAP4K4/CASK/NRP1/CDK6/ROCK2/UTRN/ONECUT2	11
BP	GO:0097061	dendritic spine organization	9/265	81/18903	1.97497623656928e-06	0.000364435088705889	0.000311400685278458	DNM3/RELN/NEDD9/CTNND2/APOE/EPHB2/ARHGAP44/STAU2/IGF1R	9
BP	GO:1901655	cellular response to ketone	10/265	105/18903	2.21706372113134e-06	0.000388651270314323	0.00033209280791262	PRKAA2/AKR1C2/EFNA5/SMYD3/AKR1C3/SPP1/RPLP0/AHR/IGF1R/ROCK2	10
BP	GO:0034329	cell junction assembly	20/265	430/18903	3.06312023524321e-06	0.000511395216417271	0.000436974445589081	SDK1/DNM3/IL1RAPL1/LAMA3/PTK2/EFNA5/LAMC1/MAP4K4/DLG5/NRCAM/NRP1/CTNND2/CDH9/EPHB2/ROBO2/STAU2/ROCK2/ITGA6/MDGA1/MPP7	20
BP	GO:0021537	telencephalon development	15/265	255/18903	3.3621139990284e-06	0.000535798712754254	0.000457826623982528	DISC1/ROBO1/PLCB1/RELN/PHACTR1/ATP1A2/CHD7/EPHB2/CDK6/ROBO2/TACC1/IGF1R/TRAPPC9/SLC7A11/MDGA1	15
BP	GO:0031589	cell-substrate adhesion	18/265	369/18903	5.02750326557509e-06	0.000706866341156462	0.000603999641796407	DISC1/PTK2/EFNA5/CD36/LAMC1/NEDD9/MAP4K4/CASK/ITGAV/NRP1/CDK6/SGCE/SPOCK1/ROCK2/ATRNL1/ITGA6/UTRN/ONECUT2	18
BP	GO:0000028	ribosomal small subunit assembly	5/265	19/18903	5.16237457497923e-06	0.000706866341156462	0.000603999641796407	RPS19/RPSA/PRKDC/RPS28/RPS5	5
BP	GO:0106027	neuron projection organization	9/265	91/18903	5.25251341033914e-06	0.000706866341156462	0.000603999641796407	DNM3/RELN/NEDD9/CTNND2/APOE/EPHB2/ARHGAP44/STAU2/IGF1R	9
BP	GO:0010977	negative regulation of neuron projection development	11/265	142/18903	5.27068911221768e-06	0.000706866341156462	0.000603999641796407	DNM3/MAP2/DCC/PRAG1/NRP1/SPP1/APOE/EPHB2/SEMA6D/SPOCK1/PTPRG	11
BP	GO:0060560	developmental growth involved in morphogenesis	14/265	233/18903	5.60737515583041e-06	0.000706866341156462	0.000603999641796407	DISC1/NKD1/MAP2/KIF26B/DCC/EFNA5/NRCAM/PRKN/NRP1/SPP1/APOE/ALCAM/SEMA6D/AUTS2	14
BP	GO:0050804	modulation of chemical synaptic transmission	20/265	448/18903	5.6567145940254e-06	0.000706866341156462	0.000603999641796407	CACNB2/DISC1/GLUL/PLCB1/RELN/MCTP1/PPP1R9A/MME/DCC/ATP1A2/SYN3/PRKN/CASK/APOE/EPHB2/GRID1/STAU2/EGLN1/CACNB4/SLC7A11	20
BP	GO:0099177	regulation of trans-synaptic signaling	20/265	449/18903	5.84686933643394e-06	0.000706866341156462	0.000603999641796407	CACNB2/DISC1/GLUL/PLCB1/RELN/MCTP1/PPP1R9A/MME/DCC/ATP1A2/SYN3/PRKN/CASK/APOE/EPHB2/GRID1/STAU2/EGLN1/CACNB4/SLC7A11	20
BP	GO:1901654	response to ketone	13/265	205/18903	6.79004646783834e-06	0.000776924963709004	0.000663862985773509	PRKAA2/AKR1C2/EFNA5/STK39/SMYD3/AKR1C3/SPP1/RPLP0/NCOA2/AHR/IGF1R/ROCK2/TGFB2	13
BP	GO:0051056	regulation of small GTPase mediated signal transduction	16/265	305/18903	6.86955900598378e-06	0.000776924963709004	0.000663862985773509	ROBO1/RELN/PREX2/ARHGEF3/ARHGEF28/MAP4K4/PRAG1/ITGAV/NRP1/APOE/EPHB2/ARHGAP44/SIPA1L2/AUTS2/ARHGAP12/TGFB2	16
BP	GO:0007160	cell-matrix adhesion	14/265	238/18903	7.15430194346419e-06	0.000783843206680795	0.000669774451680891	DISC1/PTK2/EFNA5/CD36/MAP4K4/CASK/ITGAV/NRP1/CDK6/SGCE/ROCK2/ITGA6/UTRN/ONECUT2	14
BP	GO:0060411	cardiac septum morphogenesis	8/265	72/18903	7.39960769810631e-06	0.000786152260289719	0.000671747480344834	ROBO1/CHD7/NRP1/SOX4/TBX3/ROBO2/EGLN1/TGFB2	8
BP	GO:0031346	positive regulation of cell projection organization	17/265	352/18903	1.0527796424001e-05	0.00108560159595728	0.000927619462003311	DISC1/ROBO1/DNM3/IL1RAPL1/RELN/EFNA5/ROR1/NEDD9/NRP1/APOE/EPHB2/ROBO2/PRKD1/STAU2/IGF1R/ITGA6/AUTS2	17
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	9/265	100/18903	1.14249159479305e-05	0.00114445015181269	0.000977904083843916	IL1RAPL1/RELN/PTK2/EFNA5/NEDD9/NRP1/EPHB2/STAU2/PRKDC	9
BP	GO:0010810	regulation of cell-substrate adhesion	13/265	222/18903	1.59700978696419e-05	0.00155531008697123	0.00132897364143277	DISC1/PTK2/EFNA5/CD36/NEDD9/MAP4K4/CASK/NRP1/CDK6/SPOCK1/ROCK2/UTRN/ONECUT2	13
BP	GO:0031345	negative regulation of cell projection organization	12/265	194/18903	1.97092066185018e-05	0.00186758049741803	0.00159580091141553	DNM3/MAP2/DCC/PRAG1/NRP1/SPP1/APOE/EPHB2/SEMA6D/ARHGAP44/SPOCK1/PTPRG	12
BP	GO:0061387	regulation of extent of cell growth	9/265	108/18903	2.13135769015826e-05	0.00196645791097233	0.00168028919285053	DISC1/MAP2/DCC/EFNA5/NRCAM/NRP1/SPP1/APOE/SEMA6D	9
BP	GO:0042255	ribosome assembly	7/265	61/18903	2.24815505706607e-05	0.00199881628060137	0.00170793861188084	RPS19/RPLP0/RPSA/RPL10/PRKDC/RPS28/RPS5	7
BP	GO:0030111	regulation of Wnt signaling pathway	16/265	336/18903	2.28045211705804e-05	0.00199881628060137	0.00170793861188084	BICC1/DISC1/NKD1/GPC3/LGR5/RNF43/WWTR1/ZNRF3/PRKN/NOTUM/CTNND2/SOX4/APOE/UBR5/WNK2/RNF213	16
BP	GO:0016055	Wnt signaling pathway	19/265	456/18903	2.54073193805946e-05	0.00217263565239914	0.00185646292572971	BICC1/DISC1/NKD1/GPC3/PRKAA2/LGR5/ROR1/RNF43/WWTR1/ZNRF3/PRKN/NOTUM/CTNND2/PRICKLE2/SOX4/APOE/UBR5/WNK2/RNF213	19
BP	GO:0198738	cell-cell signaling by wnt	19/265	458/18903	2.69741487438851e-05	0.00225169917847765	0.00192402073496484	BICC1/DISC1/NKD1/GPC3/PRKAA2/LGR5/ROR1/RNF43/WWTR1/ZNRF3/PRKN/NOTUM/CTNND2/PRICKLE2/SOX4/APOE/UBR5/WNK2/RNF213	19
BP	GO:0060412	ventricular septum morphogenesis	6/265	43/18903	2.82997180525451e-05	0.00230741422074937	0.00197162784767548	ROBO1/SOX4/TBX3/ROBO2/EGLN1/TGFB2	6
BP	GO:0030900	forebrain development	17/265	383/18903	3.10097758575995e-05	0.00247091532174418	0.00211133545671599	DISC1/ROBO1/PLCB1/RELN/PHACTR1/ATP1A2/CHD7/NRP1/TBX3/EPHB2/CDK6/ROBO2/TACC1/IGF1R/TRAPPC9/SLC7A11/MDGA1	17
BP	GO:0048736	appendage development	11/265	178/18903	4.4110085730919e-05	0.00336195566462178	0.00287270718513033	GPC3/FRAS1/ASPH/PCSK5/ZNRF3/CHD7/SOX4/TBX3/SLC7A11/ITGA6/TGFB2	11
BP	GO:0060173	limb development	11/265	178/18903	4.4110085730919e-05	0.00336195566462178	0.00287270718513033	GPC3/FRAS1/ASPH/PCSK5/ZNRF3/CHD7/SOX4/TBX3/SLC7A11/ITGA6/TGFB2	11
BP	GO:0007044	cell-substrate junction assembly	8/265	95/18903	5.69499600133665e-05	0.00424822467674177	0.00363000193052724	LAMA3/PTK2/EFNA5/LAMC1/MAP4K4/NRP1/ROCK2/ITGA6	8
BP	GO:0051057	positive regulation of small GTPase mediated signal transduction	7/265	71/18903	6.08379878440656e-05	0.00439208699007809	0.00375292868579045	ROBO1/RELN/ARHGEF3/MAP4K4/PRAG1/ITGAV/AUTS2	7
BP	GO:0001738	morphogenesis of a polarized epithelium	8/265	96/18903	6.13839881670925e-05	0.00439208699007809	0.00375292868579045	NKD1/GPC3/LAMA3/ROR1/ZNRF3/DLG5/PRICKLE2/FAT1	8
BP	GO:0050770	regulation of axonogenesis	10/265	156/18903	7.2118424638579e-05	0.00505694393565716	0.00432103234781886	DISC1/ROBO1/MAP2/DCC/EFNA5/NRP1/SPP1/EPHB2/ROBO2/SEMA6D	10
BP	GO:0010976	positive regulation of neuron projection development	10/265	157/18903	7.60891955054145e-05	0.00523075920474477	0.00446955315600433	DISC1/RELN/ROR1/NRP1/APOE/EPHB2/PRKD1/STAU2/IGF1R/ITGA6	10
BP	GO:0060828	regulation of canonical Wnt signaling pathway	13/265	260/18903	8.2062785865363e-05	0.00543078001139029	0.00464046594181907	BICC1/NKD1/GPC3/LGR5/WWTR1/ZNRF3/PRKN/NOTUM/CTNND2/SOX4/APOE/UBR5/WNK2	13
BP	GO:0097306	cellular response to alcohol	8/265	100/18903	8.2096788534993e-05	0.00543078001139029	0.00464046594181907	PRKAA2/AKR1C2/EFNA5/ITPR2/AKR1C3/RPLP0/AHR/IGF1R	8
BP	GO:0150115	cell-substrate junction organization	8/265	101/18903	8.80929973257415e-05	0.00571951941896388	0.00488718655729162	LAMA3/PTK2/EFNA5/LAMC1/MAP4K4/NRP1/ROCK2/ITGA6	8
BP	GO:0046578	regulation of Ras protein signal transduction	11/265	193/18903	9.15950575814032e-05	0.00583876857964363	0.00498908198807031	ROBO1/ARHGEF3/ARHGEF28/MAP4K4/PRAG1/NRP1/APOE/EPHB2/ARHGAP44/AUTS2/TGFB2	11
BP	GO:0048588	developmental cell growth	12/265	229/18903	9.88460349014615e-05	0.00618846782793793	0.00528789126559322	DISC1/MAP2/DCC/EFNA5/NRCAM/PRKN/NRP1/SPP1/APOE/ALCAM/SEMA6D/AUTS2	12
BP	GO:0003205	cardiac chamber development	10/265	167/18903	0.000127122229198975	0.00771347141906622	0.00659096876292144	ROBO1/CHD7/NRP1/SOX4/TBX3/ROBO2/IGF1R/EGLN1/TMEM65/TGFB2	10
BP	GO:0001954	positive regulation of cell-matrix adhesion	6/265	56/18903	0.000129439293331459	0.00771347141906622	0.00659096876292144	DISC1/CD36/MAP4K4/NRP1/CDK6/UTRN	6
BP	GO:0060070	canonical Wnt signaling pathway	14/265	310/18903	0.000129804567519939	0.00771347141906622	0.00659096876292144	BICC1/DISC1/NKD1/GPC3/LGR5/WWTR1/ZNRF3/PRKN/NOTUM/CTNND2/SOX4/APOE/UBR5/WNK2	14
BP	GO:0003279	cardiac septum development	8/265	107/18903	0.000132194010712814	0.00772453669265209	0.00660042376295909	ROBO1/CHD7/NRP1/SOX4/TBX3/ROBO2/EGLN1/TGFB2	8
BP	GO:0022604	regulation of cell morphogenesis	14/265	312/18903	0.000138824224457105	0.00797897919584607	0.00681783852985196	RHOBTB1/IL1RAPL1/RELN/PTK2/EFNA5/FMNL2/NEDD9/PRAG1/PRKN/NRP1/EPHB2/STAU2/PRKDC/FAM171A1	14
BP	GO:0019932	second-messenger-mediated signaling	14/265	314/18903	0.000148381834539537	0.00832609538937233	0.00711444065156083	CHRM3/PDE4D/MCTP1/PPP1R9A/CD36/SGCD/CAP2/ATP1A2/ITPR2/ATP1B1/APOE/AHR/PDE7A/MCU	14
BP	GO:1901888	regulation of cell junction assembly	11/265	204/18903	0.000149613237173547	0.00832609538937233	0.00711444065156083	IL1RAPL1/PTK2/EFNA5/MAP4K4/DLG5/NRP1/EPHB2/ROBO2/STAU2/ROCK2/MDGA1	11
BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	7/265	82/18903	0.00015260439921262	0.00835985974436632	0.00714329144998545	IL1RAPL1/RELN/NEDD9/NRP1/EPHB2/STAU2/PRKDC	7
BP	GO:0060999	positive regulation of dendritic spine development	5/265	37/18903	0.000157466534199263	0.00837359634545961	0.00715502903268924	RELN/DLG5/APOE/EPHB2/STAU2	5
BP	GO:0060997	dendritic spine morphogenesis	6/265	58/18903	0.000157631876440483	0.00837359634545961	0.00715502903268924	DNM3/RELN/CTNND2/EPHB2/ARHGAP44/STAU2	6
BP	GO:0072001	renal system development	14/265	318/18903	0.000169217699207651	0.00885488437943321	0.00756627764249765	BICC1/GPC3/FRAS1/KIF26B/MME/LGR5/PCSK5/WWTR1/DLG5/NRP1/SOX4/ARID5B/ROBO2/TGFB2	14
BP	GO:0021543	pallium development	10/265	174/18903	0.000177971058618687	0.009042993210393	0.0077270119424681	DISC1/ROBO1/PLCB1/RELN/PHACTR1/CDK6/TACC1/IGF1R/TRAPPC9/MDGA1	10
BP	GO:0030178	negative regulation of Wnt signaling pathway	10/265	174/18903	0.000177971058618687	0.009042993210393	0.0077270119424681	BICC1/NKD1/GPC3/RNF43/WWTR1/ZNRF3/PRKN/NOTUM/APOE/RNF213	10
BP	GO:0001655	urogenital system development	15/265	360/18903	0.000181847464289188	0.00909174940506485	0.00776867289363034	BICC1/GPC3/FRAS1/KIF26B/MME/LGR5/PCSK5/WWTR1/DLG5/NRP1/SOX4/ARID5B/EPHB2/ROBO2/TGFB2	15
BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	13/265	282/18903	0.000184117001642785	0.00909174940506485	0.00776867289363034	ROBO1/SDK1/IL1RAPL1/EFNA5/PALLD/CDH9/ALCAM/ROBO2/FAT1/SPARCL1/CADM2/MDGA1/TGFB2	13
BP	GO:0030534	adult behavior	9/265	143/18903	0.00018990902084558	0.00924751426506394	0.00790177007787311	SDK1/PREX2/ATP1A2/CHD7/PRKN/NRXN3/CACNB4/SLC7A11/HEXA	9
BP	GO:0007229	integrin-mediated signaling pathway	8/265	113/18903	0.000193106255902988	0.00927439086569693	0.00792473546214713	LAMA3/PTK2/LAMC1/NEDD9/ITGAV/NRP1/PRKD1/ITGA6	8
BP	GO:0097242	amyloid-beta clearance	5/265	39/18903	0.000203294566607231	0.00955932573390909	0.00816820519371461	MME/CD36/TTPA/APOE/IGF1R	5
BP	GO:0001764	neuron migration	10/265	177/18903	0.000204492136350023	0.00955932573390909	0.00816820519371461	DISC1/RELN/PHACTR1/DCC/NRCAM/NRP1/CTNNA2/SPOCK1/AUTS2/MDGA1	10
BP	GO:0032414	positive regulation of ion transmembrane transporter activity	8/265	115/18903	0.000217913119749754	0.0100526762874031	0.00858976092531579	CACNB2/RELN/STK39/ATP1B3/ATP1B1/EPHB2/CACNB4/WNK2	8
BP	GO:0021987	cerebral cortex development	8/265	117/18903	0.000245275434316987	0.0111679957495501	0.00954277356207989	DISC1/ROBO1/PLCB1/RELN/PHACTR1/TACC1/TRAPPC9/MDGA1	8
BP	GO:0048638	regulation of developmental growth	14/265	332/18903	0.000263310054796541	0.0118354493861112	0.0101130960317268	RUNX1/DISC1/NKD1/PLCB1/MAP2/DCC/EFNA5/CHD7/NRCAM/PRKN/NRP1/SPP1/APOE/SEMA6D	14
BP	GO:0007416	synapse assembly	10/265	184/18903	0.000279525700979154	0.0124052798434546	0.0106000019318677	SDK1/DNM3/IL1RAPL1/EFNA5/DLG5/NRCAM/EPHB2/ROBO2/STAU2/MDGA1	10
BP	GO:0060021	roof of mouth development	7/265	91/18903	0.000291996306557148	0.0125356660975956	0.0107114137309746	FRAS1/ASPH/CHD7/ARID5B/TBX3/EPHB2/TGFB2	7
BP	GO:0050771	negative regulation of axonogenesis	6/265	65/18903	0.000296439290590383	0.0125356660975956	0.0107114137309746	MAP2/DCC/NRP1/SPP1/EPHB2/SEMA6D	6
BP	GO:0050767	regulation of neurogenesis	15/265	377/18903	0.000298191575494205	0.0125356660975956	0.0107114137309746	DISC1/ROBO1/IL1RAPL1/RELN/MAP2/MME/DCC/EFNA5/CHD7/NRP1/SPP1/EPHB2/ROBO2/SEMA6D/STAU2	15
BP	GO:0030638	polyketide metabolic process	3/265	10/18903	0.000303916605332467	0.0125356660975956	0.0107114137309746	AKR1C2/AKR1C3/AKR1B10	3
BP	GO:0030647	aminoglycoside antibiotic metabolic process	3/265	10/18903	0.000303916605332467	0.0125356660975956	0.0107114137309746	AKR1C2/AKR1C3/AKR1B10	3
BP	GO:0044598	doxorubicin metabolic process	3/265	10/18903	0.000303916605332467	0.0125356660975956	0.0107114137309746	AKR1C2/AKR1C3/AKR1B10	3
BP	GO:0002028	regulation of sodium ion transport	7/265	92/18903	0.000312319489076815	0.0127324666128292	0.0108795748581716	NKAIN2/STK39/ATP1B3/ATP1A2/ATP1B1/WNK2/UTRN	7
BP	GO:0048675	axon extension	8/265	122/18903	0.000326173614153606	0.0131444217381901	0.0112315802284472	DISC1/MAP2/NRCAM/NRP1/APOE/ALCAM/SEMA6D/AUTS2	8
BP	GO:0061001	regulation of dendritic spine morphogenesis	5/265	44/18903	0.000362203621219516	0.0144305215454048	0.0123305204065878	DNM3/RELN/EPHB2/ARHGAP44/STAU2	5
BP	GO:0003148	outflow tract septum morphogenesis	4/265	25/18903	0.000378727825622618	0.0149193231082348	0.0127481891392309	ROBO1/NRP1/ROBO2/TGFB2	4
BP	GO:0003206	cardiac chamber morphogenesis	8/265	126/18903	0.000405519494960773	0.0152625713176265	0.0130414861650599	ROBO1/CHD7/NRP1/SOX4/TBX3/ROBO2/EGLN1/TGFB2	8
BP	GO:0003231	cardiac ventricle development	8/265	126/18903	0.000405519494960773	0.0152625713176265	0.0130414861650599	ROBO1/CHD7/SOX4/TBX3/ROBO2/EGLN1/TMEM65/TGFB2	8
BP	GO:0032411	positive regulation of transporter activity	8/265	126/18903	0.000405519494960773	0.0152625713176265	0.0130414861650599	CACNB2/RELN/STK39/ATP1B3/ATP1B1/EPHB2/CACNB4/WNK2	8
BP	GO:1902305	regulation of sodium ion transmembrane transport	6/265	69/18903	0.000410624838944431	0.0152625713176265	0.0130414861650599	STK39/ATP1B3/ATP1A2/ATP1B1/WNK2/UTRN	6
BP	GO:0070934	CRD-mediated mRNA stabilization	3/265	11/18903	0.000413560831481609	0.0152625713176265	0.0130414861650599	IGF2BP2/IGF2BP3/PABPC1	3
BP	GO:0071394	cellular response to testosterone stimulus	3/265	11/18903	0.000413560831481609	0.0152625713176265	0.0130414861650599	SPP1/IGF1R/ROCK2	3
BP	GO:0008037	cell recognition	11/265	230/18903	0.000420114076598077	0.0153429161724256	0.0131101388376988	NTM/ROBO1/CD36/PALLD/NEDD9/NRCAM/NRP1/EPHB2/ROBO2/YWHAZ/CNTNAP3	11
BP	GO:2000050	regulation of non-canonical Wnt signaling pathway	4/265	26/18903	0.000442687437066177	0.0158827047824068	0.013571374729255	NKD1/GPC3/ZNRF3/RNF213	4
BP	GO:0001822	kidney development	13/265	309/18903	0.000443954668760942	0.0158827047824068	0.013571374729255	BICC1/GPC3/FRAS1/KIF26B/MME/PCSK5/WWTR1/DLG5/NRP1/SOX4/ARID5B/ROBO2/TGFB2	13
BP	GO:0007626	locomotory behavior	10/265	197/18903	0.000480187239263082	0.0170054187965289	0.014530705826079	RELN/PREX2/ATP1A2/CHD7/PRKN/APOE/SOBP/NCOA2/CACNB4/HEXA	10
BP	GO:0007265	Ras protein signal transduction	14/265	353/18903	0.000487262104782132	0.0170834093936616	0.0145973468443153	ROBO1/ARHGEF3/ARHGEF28/MAP4K4/PRAG1/NRP1/RGL1/APOE/EPHB2/ARHGAP44/PRKD1/ROCK2/AUTS2/TGFB2	14
BP	GO:0050919	negative chemotaxis	5/265	47/18903	0.000494409775379852	0.017162382895859	0.0146648277303914	ROBO1/EFNA5/ITGAV/ROBO2/SEMA6D	5
BP	GO:0050890	cognition	13/265	314/18903	0.000516382373679366	0.017591145516558	0.0150311946858391	PLCB1/RELN/MME/ATP1A2/NEDD9/CHD7/PRKN/NRXN3/APOE/SOBP/EPHB2/AFF2/SLC7A11	13
BP	GO:0035567	non-canonical Wnt signaling pathway	6/265	72/18903	0.000516796345751705	0.017591145516558	0.0150311946858391	NKD1/GPC3/ROR1/ZNRF3/PRICKLE2/RNF213	6
BP	GO:0035249	synaptic transmission, glutamatergic	7/265	102/18903	0.000584850913288854	0.0197162240576031	0.0168470212471668	DISC1/GLUL/RELN/ATP1A2/PRKN/GRID1/CACNB4	7
BP	GO:0003272	endocardial cushion formation	4/265	28/18903	0.00059309609403112	0.0198008738176301	0.0169193523538521	ROBO1/TBX3/ROBO2/TGFB2	4
BP	GO:0003281	ventricular septum development	6/265	74/18903	0.000598657337327094	0.0198008738176301	0.0169193523538521	ROBO1/SOX4/TBX3/ROBO2/EGLN1/TGFB2	6
BP	GO:0032412	regulation of ion transmembrane transporter activity	12/265	281/18903	0.000641818823350284	0.0210300635015523	0.0179696642523847	CACNB2/CHRM3/PDE4D/RELN/STK39/ATP1B3/ATP1A2/ATP1B1/EPHB2/CACNB4/WNK2/UTRN	12
BP	GO:0051963	regulation of synapse assembly	7/265	104/18903	0.000657054231281749	0.0213299271747575	0.0182258902751253	IL1RAPL1/EFNA5/DLG5/EPHB2/ROBO2/STAU2/MDGA1	7
BP	GO:0051489	regulation of filopodium assembly	5/265	51/18903	0.00072344923703904	0.0230530757351683	0.0196982777020714	DNM3/NRP1/EPHB2/ARHGAP44/STAU2	5
BP	GO:0032409	regulation of transporter activity	13/265	326/18903	0.000732046729953407	0.0230530757351683	0.0196982777020714	CACNB2/CHRM3/PDE4D/APOA2/RELN/STK39/ATP1B3/ATP1A2/ATP1B1/EPHB2/CACNB4/WNK2/UTRN	13
BP	GO:1901890	positive regulation of cell junction assembly	7/265	106/18903	0.00073615217456586	0.0230530757351683	0.0196982777020714	IL1RAPL1/EFNA5/MAP4K4/DLG5/NRP1/EPHB2/STAU2	7
BP	GO:1990138	neuron projection extension	9/265	172/18903	0.000736435961876456	0.0230530757351683	0.0196982777020714	DISC1/MAP2/NRCAM/PRKN/NRP1/APOE/ALCAM/SEMA6D/AUTS2	9
BP	GO:0051960	regulation of nervous system development	16/265	456/18903	0.000747337775640482	0.0231873118707569	0.019812979128764	DISC1/ROBO1/IL1RAPL1/RELN/MAP2/MME/DCC/EFNA5/CHD7/DLG5/NRP1/SPP1/EPHB2/ROBO2/SEMA6D/STAU2	16
