#ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa00350	Tyrosine metabolism	12	0.724976874184984	2.25837879822281	5.44573460732447e-05	0.00105144568187572	0.000846624327616435	176	tags=58%, list=5%, signal=55%	6898/127/3242/316/3081/2805/125
hsa02010	ABC transporters	19	0.646018900646411	2.31959613246662	8.14156932838758e-05	0.00145966707244663	0.00117532429402287	906	tags=84%, list=28%, signal=61%	8647/5244/10351/10060/23460/64240/64241/10349/10350/5825/19/5243/1244/9429/23461/8714
hsa00140	Steroid hormone biosynthesis	15	0.685594242515134	2.28726144607858	9.97971008772828e-05	0.00166993815467987	0.00134463462234655	366	tags=60%, list=11%, signal=53%	1576/1577/6716/6715/1571/3290/9420/7366/8630
hsa04936	Alcoholic liver disease	35	0.516820501946986	2.22819389333777	0.000124883438885056	0.00193622695519559	0.00155905043152675	282	tags=37%, list=9%, signal=34%	2308/51422/127/10891/32/2309/125/1571/3929/4217/2920/5465/727
hsa04152	AMPK signaling pathway	47	0.467323708709945	2.16142703569994	0.000131138877443526	0.00193622695519559	0.00155905043152675	195	tags=28%, list=6%, signal=26%	148/2308/5105/51422/10891/2203/5207/32/3953/5520/3479/2309/2998
hsa04610	Complement and coagulation cascades	38	0.494274575631275	2.17246288942691	0.000140369567817895	0.00195737564012731	0.00157607935795531	375	tags=47%, list=12%, signal=42%	735/731/729/5054/5340/1361/10878/732/5627/2160/715/2158/2266/727/2153/3818/722/3075
hsa01200	Carbon metabolism	37	0.50361991036505	2.19768529850093	0.00026859748096922	0.00354831409069864	0.00285710339867536	289	tags=35%, list=9%, signal=32%	10993/2203/1373/229/84706/5095/2805/54363/6470/9104/51179/8801/38
hsa00260	Glycine, serine and threonine metabolism	13	0.672817885380092	2.1719116602353	0.000427932250618272	0.00537054974525931	0.0043243680062478	281	tags=46%, list=9%, signal=42%	635/10993/1491/211/6470/29958
hsa04922	Glucagon signaling pathway	26	0.547617276268837	2.166086201639	0.0006056224078038	0.00690960110721608	0.00556361255015931	268	tags=38%, list=8%, signal=36%	2308/5105/51422/10891/2203/5207/32/2998/23235/5465
hsa00983	Drug metabolism - other enzymes	21	0.583676518682212	2.14429265055205	0.000592117776472235	0.00690960110721608	0.00556361255015931	490	tags=52%, list=15%, signal=45%	1576/51733/1549/7498/1548/1807/1571/7366/1806/978/151531
hsa05168	Herpes simplex virus 1 infection	98	-0.324018164112871	-1.81448987951721	0.00103869833878188	0.011335360131924	0.00912723483048608	1505	tags=71%, list=47%, signal=39%	5610/91120/7157/51710/162963/57677/442319/6428/342892/581/92285/7574/7694/10781/390927/84436/147657/3107/90338/57209/9668/57711/147660/84765/84527/7711/22835/9831/284349/148206/57506/54811/100289678/84914/163131/284459/163227/91661/54807/598/199777/147923/5451/170960/5296/7617/730051/90987/374900/9310/81856/6892/2923/339500/6885/3105/255403/55422/170959/7594/440515/7678/9534/5819/7644/6732/90233/27300/811/55769
hsa04512	ECM-receptor interaction	12	-0.634448061232961	-1.97634443912293	0.00145811734173946	0.0152494771990252	0.012278882877806	638	tags=58%, list=20%, signal=47%	1280/3655/255743/948/80144/7448/5649
hsa00230	Purine metabolism	23	0.533650259639517	2.02674907458445	0.00189582877180685	0.0190341208689408	0.0153262789131333	358	tags=39%, list=11%, signal=35%	27115/9615/7498/9060/132/50940/5236/5167/107
hsa00270	Cysteine and methionine metabolism	20	0.542691163805171	1.96316724123169	0.00198194457694472	0.019133388031274	0.0154062088572221	332	tags=35%, list=10%, signal=32%	635/6898/10993/1491/2805/23743/4143
hsa00280	Valine, leucine and isoleucine degradation	13	0.624490144463763	2.01590572417177	0.00212615558077036	0.0197653722508652	0.01591508270986	893	tags=77%, list=28%, signal=56%	316/5095/594/3158/38/1962/64902/34/36/3032
hsa00010	Glycolysis / Gluconeogenesis	13	0.614109075812224	1.9823947778371	0.00285214596643447	0.0255674513419661	0.0205869182539631	319	tags=46%, list=10%, signal=42%	5105/127/2203/229/125/5236
hsa00120	Primary bile acid biosynthesis	10	0.665591183845987	1.96010215589703	0.00345497990227762	0.0289066651823895	0.0232756540785019	936	tags=90%, list=29%, signal=64%	570/6342/9420/10998/3295/51302/1109/8309/1582
hsa00220	Arginine biosynthesis	12	0.616455781994541	1.9203242443608	0.00344834846292584	0.0289066651823895	0.0232756540785019	182	tags=50%, list=6%, signal=47%	445/1373/84706/383/2805/435
hsa05322	Systemic lupus erythematosus	12	0.603643728962563	1.88041335898028	0.00451390240314854	0.0365480484900091	0.0294284978405609	282	tags=50%, list=9%, signal=46%	735/731/729/732/715/727
hsa04910	Insulin signaling pathway	36	0.41430753867786	1.80170925928329	0.00490869217292041	0.0385025542313445	0.0310022663552868	216	tags=22%, list=7%, signal=21%	2308/5105/51422/10891/2203/32/2998/10580
hsa00620	Pyruvate metabolism	15	0.578779821441716	1.93090998911453	0.00616092077369817	0.0443512759393108	0.0357116585462264	686	tags=60%, list=21%, signal=47%	5105/127/32/125/38/98/130/3945/5091
hsa04918	Thyroid hormone synthesis	19	-0.524713473244055	-1.90049992076769	0.00619819551750183	0.0443512759393108	0.0357116585462264	1161	tags=84%, list=36%, signal=54%	481/7276/5578/476/468/1385/64764/6906/3309/1388/2778/7184/9601/821/433/23236
hsa05110	Vibrio cholerae infection	16	-0.540335927091442	-1.87748410076349	0.00653783748906175	0.0443512759393108	0.0357116585462264	1155	tags=81%, list=36%, signal=52%	29927/527/5578/5335/10312/537/10945/11014/375/2778/9601/71/60
hsa04931	Insulin resistance	29	0.454911735386683	1.84030388322478	0.00650424972667891	0.0443512759393108	0.0357116585462264	268	tags=31%, list=8%, signal=29%	2308/5105/51422/10891/32/11001/2998/6774/5465
hsa05207	Chemical carcinogenesis - receptor activation	49	0.368898507756638	1.72358194546483	0.00590845739634042	0.0443512759393108	0.0357116585462264	497	tags=33%, list=15%, signal=28%	1555/2099/1576/1956/6774/367/2053/3320/5465/9970/107/7366/5604/2353/5295/1137
