#ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
hsa00380	Tryptophan metabolism	15	0.612966577170563	2.10889689934237	0.000351848365902725	0.00517719738399725	0.00402112418174543	482	tags=73%, list=26%, signal=55%	8564/6999/8942/169355/64577/1962/847/38/23498/130013/217
hsa04152	AMPK signaling pathway	29	0.498068937155347	2.1529172710055	0.00037907147764921	0.00520591495971582	0.00404342909492491	148	tags=38%, list=8%, signal=35%	148/2203/5105/51422/2308/32/2998/10891/5207/3479/5520
hsa01230	Biosynthesis of amino acids	21	0.544651835227916	2.15197720143577	0.000499958612165025	0.00643696713162469	0.00499958612165025	378	tags=62%, list=20%, signal=50%	229/10993/445/1373/435/383/6470/1491/2805/4143/48/84706/2806
hsa04910	Insulin signaling pathway	23	0.520220038703671	2.09232448800468	0.000713339921492087	0.00864400140160999	0.00671378749639611	106	tags=35%, list=6%, signal=33%	2203/5105/51422/2308/32/2998/10891/5140
hsa04922	Glucagon signaling pathway	20	0.550359246343081	2.14873751699483	0.000827236061009508	0.0091681052271872	0.00712085842888326	106	tags=45%, list=6%, signal=43%	2203/5105/51422/2308/32/2998/10891/5207/5140
hsa00270	Cysteine and methionine metabolism	12	0.643519732694176	2.06438511535793	0.000902117897156194	0.0091681052271872	0.00712085842888326	386	tags=67%, list=21%, signal=53%	10993/6898/635/1491/2805/4143/2806/1036
hsa05222	Small cell lung cancer	15	-0.611742150899789	-2.03157477360157	0.000934612668790928	0.0091681052271872	0.00712085842888326	364	tags=67%, list=20%, signal=54%	3673/2272/598/3655/1021/3685/3915/5747/3909/1287
hsa05414	Dilated cardiomyopathy	25	-0.516940499309225	-1.98671324647738	0.000932496872790855	0.0091681052271872	0.00712085842888326	558	tags=72%, list=30%, signal=51%	4000/3680/6262/27092/60/3673/71/7042/3655/137868/785/8910/7169/3685/6444/1837/55799/783
hsa04310	Wnt signaling pathway	24	-0.529316149440312	-2.00765612407615	0.00101770887687839	0.00952945584713398	0.00740151910457008	155	tags=50%, list=8%, signal=46%	8313/4088/9475/166336/1501/147111/84133/54894/4919/8549/23236/85407
hsa04146	Peroxisome	20	0.530692651943113	2.0719543076647	0.00164385542362201	0.0145345415310531	0.0112889642959636	276	tags=55%, list=15%, signal=47%	2180/570/189/6342/7498/11001/51179/54363/2053/1962/847
hsa05410	Hypertrophic cardiomyopathy	26	-0.50524423463284	-1.97749563974249	0.00176390067124431	0.0145345415310531	0.0112889642959636	395	tags=58%, list=21%, signal=46%	60/3673/71/7042/3655/137868/785/8910/7169/3685/6444/1837/5563/55799/783
hsa04360	Axon guidance	24	-0.515083881184936	-1.95367420693152	0.00169616824554335	0.0145345415310531	0.0112889642959636	241	tags=42%, list=13%, signal=37%	9475/80031/6092/2048/8829/1946/55740/5747/1630/6091
hsa00010	Glycolysis / Gluconeogenesis	17	0.55137007081087	2.02771573983745	0.00192100923305554	0.0152203039234401	0.0118215952803418	15	tags=24%, list=1%, signal=24%	229/127/2203/5105
hsa05412	Arrhythmogenic right ventricular cardiomyopathy	22	-0.541858151590391	-2.00851131475396	0.00226816751929446	0.0173052781101726	0.0134409927069301	558	tags=77%, list=30%, signal=55%	4000/3680/6262/27092/60/3673/71/3655/137868/785/8910/1496/3685/6444/1837/55799/783
hsa04971	Gastric acid secretion	13	-0.616942295154175	-1.94610934819907	0.00318506258106653	0.0234329604178466	0.0182003576060944	478	tags=77%, list=26%, signal=57%	3784/2770/60/71/481/3709/477/483/23236/1131
hsa05207	Chemical carcinogenesis - receptor activation	27	0.461784048279728	1.95287652888516	0.005227084721815	0.033649357896684	0.026135423609075	602	tags=67%, list=32%, signal=46%	1555/2099/3320/367/1956/107/2053/5295/9970/6774/5604/5465/3725/2353/1576/84699/1137/4853
hsa00630	Glyoxylate and dicarboxylate metabolism	11	0.60270290030545	1.87057581211197	0.00519859854747014	0.033649357896684	0.026135423609075	312	tags=82%, list=17%, signal=68%	189/2731/6470/51179/54363/5095/847/48/38
hsa00230	Purine metabolism	15	0.538273025703958	1.85191551576367	0.00513322686308407	0.033649357896684	0.026135423609075	365	tags=67%, list=20%, signal=54%	27115/9615/132/7498/5140/9060/107/5167/5236/50940
hsa00350	Tyrosine metabolism	11	0.598194569256976	1.85658355322621	0.00580572392615103	0.0362417917814276	0.0281489644904292	466	tags=73%, list=25%, signal=55%	6898/127/2805/3242/3081/124/2806/125
hsa04931	Insulin resistance	23	0.44671612745447	1.79669182868986	0.00744642212741594	0.0451165575955201	0.0350419864819574	96	tags=30%, list=5%, signal=29%	5105/51422/2308/32/2998/10891/11001
