#ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0090150	establishment of protein localization to membrane	43/1190	270/18903	1.69568575370297e-08	8.35202310323879e-06	7.48373463739529e-06	RACK1/SSR1/NACA/NDUFA13/EMC10/SNAP25-AS1/ROMO1/KIF13A/TOMM20/SSR2/PDZK1/KRT18/ANK3/BAG6/SRP14/HSPA5/C2CD5/BRAF/SRP9/GOLPH3L/TCAF1/TOMM6/MTX2/TIMM13/TOMM40/AMN/PRKCI/ZFAND2B/ATP6AP1/RAB3GAP2/GDI1/RAB11B/GORASP2/RAB10/TRAM1/CD24/GGA1/SEC61A1/ATP1B1/RDX/ATP13A1/LYPLA1/RILPL1	43
BP	GO:0042273	ribosomal large subunit biogenesis	20/1190	76/18903	3.00378808366122e-08	1.35621031977304e-05	1.21521672296891e-05	RPLP0/RPL10/RPL35/RPL38/RPL11/RPL14/RPL6/RPL7/RPL7A/RPL5/RPL35A/RPL10A/RPL26/RPL24/RPL23A/NOP53/RPL7L1/NVL/EIF6/NPM1	20
BP	GO:0050821	protein stabilization	36/1190	214/18903	5.9568246789012e-08	2.48262123925282e-05	2.22452432543258e-05	APOA2/APOA1/SOX4/RPL23/CALR/RPL11/GAPDH/HSP90AB1/RPL5/RPS7/MDM4/PFDN5/PFN1/CCT3/NOP53/ANK2/FLOT1/SMO/BAG6/STXBP4/PPIB/GRN/DVL3/GLMP/PEX6/CLU/NPM1/URI1/CREB1/NCLN/PIH1D1/CCT6A/STK4/ATP1B1/WDR81/EFNA1	36
BP	GO:0031647	regulation of protein stability	47/1190	325/18903	7.97854140863047e-08	3.08769552513999e-05	2.7666942087672e-05	APOA2/APOA1/TRIM24/SOX4/RPL23/CALR/RPL11/GAPDH/HSP90AB1/RPL5/SERF2/RPS7/PRKDC/MDM4/PFDN5/PFN1/CTSA/ASPH/CCT3/NOP53/ANK2/FLOT1/LMNA/SMO/BAG6/NEDD4L/STXBP4/PPIB/GRN/DVL3/GLMP/PEX6/CLU/NPM1/URI1/CREB1/KAT2A/NCLN/PIH1D1/CDC73/RNF128/CCT6A/STK4/ATP1B1/WDR81/ISOC2/EFNA1	47
BP	GO:0006403	RNA localization	34/1190	202/18903	1.36068354609122e-07	4.78128575713932e-05	4.28421633772931e-05	IGF2BP2/PEG10/IGF2BP1/DDX39B/AKAP8L/LRPPRC/CCT3/TOMM20/FLOT1/XPO5/KHSRP/NUP153/TPR/AHCTF1/PRPF6/PABPN1/HNRNPA1/NUP205/ATXN2/BICD1/NUP107/NPM1/CPSF6/SMG5/SMG6/PIH1D1/ZC3H3/FBL/XPOT/SMG7/CCT6A/STAU1/STAU2/DHX9	34
BP	GO:0031346	positive regulation of cell projection organization	49/1190	352/18903	1.41197069239995e-07	4.78128575713932e-05	4.28421633772931e-05	ROBO1/APOE/RELN/AGT/VIL1/IGF1R/PLXNC1/PTK7/EPS8L2/ROBO2/ADNP/AUTS2/PFN1/WASHC1/ABL2/CBFA2T2/MDK/ITGA6/CCDC88A/PLXNB1/HSPA5/MAP2K2/BRAF/GRN/DNM2/DVL3/MARK4/STK11/CREB3L2/CUL7/NEDD9/PRKCI/KAT2A/ROR1/FBXW8/GDI1/CDC42EP1/SKIL/DNM3/SERPINF1/RETREG3/FNBP1L/NRP1/STAU2/ARPC2/EZH2/PALM/ARMCX5-GPRASP2/WASL	49
BP	GO:0006413	translational initiation	25/1190	123/18903	1.56884366427691e-07	4.99999704297193e-05	4.4801900802756e-05	RPL13A/RPS5/RPS3/RPS17/EIF3B/EIF4B/EIF4A1/EIF2S3/EIF3G/TPR/EIF3E/EIF6/RPS3A/EIF1AX/NCK2/EIF1/NPM1/EIF4A2/EIF3H/ATF4/YTHDF3/TMED2/EIF5B/EIF3L/EIF2S2	25
BP	GO:0006417	regulation of translation	61/1190	486/18903	1.93923438244022e-07	5.83709549114505e-05	5.23026255661654e-05	IGF2BP2/RPL13A/SOX4/EEF2/RPS4X/RPL10/RPL38/CALR/RPS14/RPS3/RPS9/GAPDH/RACK1/RPS6KA3/PABPC1/IGF2BP1/RPL5/ILF3/TRIM71/RPL26/PRKDC/LRPPRC/EIF3B/UNK/EIF4B/KHSRP/ROCK2/EIF2S3/TPR/RPL22/PUS7/EIF3E/PLD1/ELP1/MSI2/EIF6/PUM3/ZFP36L2/FXR1/NCK2/SRP9/ATXN2/METTL8/PA2G4/EIF5A/MTG1/EIF1/NPM1/EIF4A2/EIF3H/ATF4/RC3H1/LSM14A/UQCC2/GCN1/YTHDF3/NCL/SERP1/TMED2/EIF5B/DHX9	61
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	57/1190	450/18903	3.60221499499932e-07	0.000102720004436349	9.20410834179327e-05	CEBPA/CALR/RPL11/CD2AP/HSP90AB1/RACK1/FBXO17/TRIM71/TBL1XR1/CANX/FBXO9/COP1/UBE2K/FBXL20/ANAPC5/PELI1/SPOPL/PSMD4/NOP53/BCAP31/HSP90B1/SMARCC1/UBR2/EDEM3/BAG6/NEDD4L/AUP1/HSPA5/PSMB4/PCBP2/WDR26/UCHL5/UBQLN4/RNF216/ZNRF1/CLU/UBXN7/ANAPC7/ZFAND2B/EIF3H/CSNK1E/SHARPIN/FBXW8/RNF187/RBCK1/ANKIB1/CTNNB1/PSMB3/SUMO2/KLHDC3/UBE2G1/CDC27/KLHL22/TRPC4AP/ANAPC1/NPLOC4/USP14	57
BP	GO:0000028	ribosomal small subunit assembly	9/1190	19/18903	7.82667364271047e-07	0.000212024588981026	0.000189982204422004	RPS19/RPS28/RPS15/RPS27/RPL38/RPSA/RPS14/RPS5/PRKDC	9
BP	GO:1901798	positive regulation of signal transduction by p53 class mediator	11/1190	30/18903	1.05540043730289e-06	0.000272293312824146	0.000243985304102303	RPS15/RPL37/RPL23/RPL11/RPS20/RPS7/RPL26/EIF5A/EEF1E1/CDK5RAP3/ZNHIT1	11
BP	GO:1904667	negative regulation of ubiquitin protein ligase activity	7/1190	12/18903	2.3042503778544e-06	0.000567474024873415	0.000508478600127487	RPS15/RPL37/RPL23/RPL11/RPS20/RPL5/RPS7	7
BP	GO:0031507	heterochromatin formation	18/1190	83/18903	3.16937856163779e-06	0.000724649154170788	0.000649313574446907	HMGA2/KCNQ1OT1/TRIM28/SETDB1/UBR2/TPR/LMNA/RIF1/TET1/MORC2/DNMT3A/HDAC5/L3MBTL1/HELLS/MBD3/CTBP1/ZNF445/EZH2	18
BP	GO:0006893	Golgi to plasma membrane transport	15/1190	60/18903	3.20996303065687e-06	0.000724649154170788	0.000649313574446907	STXBP6/RACK1/EXOC2/KIF13A/KRT18/ANK3/EXOC6B/ARFGEF2/EXOC6/DNM2/GOLPH3L/AMN/RAB10/GGA1/LYPLA1	15
BP	GO:0006913	nucleocytoplasmic transport	43/1190	329/18903	4.34578636815842e-06	0.000874821723295625	0.000783873984931208	RPS15/AGT/RPL23/CALR/HSP90AB1/CD36/PTPN14/DDX39B/AKAP8L/RSRC1/XPO5/TRIM28/NUP153/TPR/CSE1L/LMNA/SMO/TXNIP/EIF6/AHCTF1/PABPN1/IPO9/HNRNPA1/NUP205/PIK3R2/MAPK14/NUP107/TNPO2/NPM1/CPSF6/SMG5/E2F3/SMG6/MAVS/PPP1R10/XPOT/SMG7/STK4/IPO7/DHX9/NF1/TCF7L2/RANBP3	43
BP	GO:0051169	nuclear transport	43/1190	329/18903	4.34578636815842e-06	0.000874821723295625	0.000783873984931208	RPS15/AGT/RPL23/CALR/HSP90AB1/CD36/PTPN14/DDX39B/AKAP8L/RSRC1/XPO5/TRIM28/NUP153/TPR/CSE1L/LMNA/SMO/TXNIP/EIF6/AHCTF1/PABPN1/IPO9/HNRNPA1/NUP205/PIK3R2/MAPK14/NUP107/TNPO2/NPM1/CPSF6/SMG5/E2F3/SMG6/MAVS/PPP1R10/XPOT/SMG7/STK4/IPO7/DHX9/NF1/TCF7L2/RANBP3	43
BP	GO:0045814	negative regulation of gene expression, epigenetic	19/1190	93/18903	4.35957669416424e-06	0.000874821723295625	0.000783873984931208	HMGA2/KCNQ1OT1/TRIM28/SETDB1/UBR2/TRIM27/TPR/LMNA/RIF1/TET1/MORC2/DNMT3A/HDAC5/L3MBTL1/HELLS/MBD3/CTBP1/ZNF445/EZH2	19
BP	GO:0008380	RNA splicing	55/1190	469/18903	6.23250178877043e-06	0.00116792137272548	0.0010465025686328	MBNL3/SUPT3H/PABPC1/SRPK1/DDX39B/AKAP8L/RSRC1/USP49/KHSRP/PRPF4B/PTBP1/PUS7/RPS26/SNRPC/TMBIM6/SNRPB/RALY/PRPF6/FXR1/CLASRP/SNRNP70/FASTK/CDK13/HNRNPA1/PRKRIP1/PTBP3/UBL5/KHDC4/NPM1/PRPF40A/KAT2A/SNRPD2/NONO/U2AF2/PPP2R1A/MBNL1/DHX16/LSM7/SUGP2/HNRNPA3/NCL/RRP1B/HNRNPM/SNRPF/LSM4/PUF60/PRPF8/RPS13/SNRNP48/LSM2/CDK12/DHX9/SUGP1/USP22/RBM39	55
BP	GO:0010975	regulation of neuron projection development	53/1190	446/18903	6.25133255980784e-06	0.00116792137272548	0.0010465025686328	ROBO1/APOE/RELN/AGT/IGF1R/PLXNC1/PTK7/ROBO2/ADNP/DTNBP1/RTN4RL1/ABL2/CBFA2T2/MDK/SDC2/ITGA6/NR2F1/NEDD4L/CERS2/CCDC88A/PLXNB1/HSPA5/NGEF/MAP2K2/BRAF/CAMSAP2/GRN/STK11/CFL1/CREB3L2/CUL7/PRKCI/NRCAM/SEMA4G/ROR1/PAK2/FBXW8/GDI1/SKIL/CDH2/DNM3/SERPINF1/RAP2A/RETREG3/NRP1/CARM1/STAU2/SHANK3/EZH2/DGKG/EFNA1/ARMCX5-GPRASP2/DIP2B	53
BP	GO:0034976	response to endoplasmic reticulum stress	36/1190	261/18903	7.72086721661214e-06	0.00138935439299618	0.00124491509014754	CALR/RACK1/P4HB/FBXO17/CANX/PDIA4/BCAP31/HSP90B1/FLOT1/MARCKS/EDEM3/BAG6/RCN3/PDIA3/ATF6B/AUP1/HSPA5/TMCO1/TMBIM6/HM13/NCK2/PIK3R2/CLU/CREB3L2/TMEM259/BCL2L1/ATF4/UGGT1/CDK5RAP3/GORASP2/SERP1/GRINA/QRICH1/TMED2/NPLOC4/USP14	36
BP	GO:0034250	positive regulation of cellular amide metabolic process	27/1190	170/18903	7.94942528292388e-06	0.00138935439299618	0.00124491509014754	SOX4/EEF2/RPS4X/RPS9/PABPC1/IGF2BP1/RPL5/RPL26/PRKDC/ROCK2/EIF2S3/EIF3E/PLD1/EIF6/FXR1/NCK2/METTL8/CLU/EIF5A/NPM1/CSNK1E/UQCC2/GCN1/YTHDF3/SERP1/DHX9/EFNA1	27
BP	GO:0016570	histone modification	55/1190	474/18903	8.52025583261712e-06	0.00141529914252848	0.0012681625857942	NCOA3/JARID2/SMYD3/IGF2/SUPT3H/ACTB/TBL1XR1/KDM5B/DEK/ARID4B/AUTS2/AKAP8L/RING1/EHMT2/ZNF451/USP49/NELFE/SETDB1/NSD2/UBR2/RCOR3/MAP3K7/TET3/LMNA/RIF1/ASH1L/TET1/YEATS2/C6orf89/CHD3/NCOA6/BRPF3/HDAC5/GATAD2B/MTA3/ASXL1/MBD3/NFYA/KAT2A/CTBP1/PIH1D1/CDC73/UBE2E1/PCGF3/SET/KANSL1/CTNNB1/FBL/CARM1/PBXIP1/EZH2/PAXIP1/EPC2/BABAM1/USP22	55
BP	GO:1903829	positive regulation of protein localization	53/1190	451/18903	8.62031592902174e-06	0.00141529914252848	0.0012681625857942	ACSL4/SOX4/VIL1/DPP10/GLUD1/CD2AP/HSP90AB1/RACK1/VSNL1/PPARG/PPIA/GNAI1/CCT3/BCAP31/PRKAA2/GLUL/ROCK2/TRIM28/MPC2/PDZK1/TPR/SMO/ANK3/CCDC88A/VPS28/SAE1/DLG1/C2CD5/PARP1/PIK3R2/GOLPH3L/MARK4/MAPK14/TCAF1/CEP250/ERGIC3/OAZ1/BICD1/STK11/UBL5/NPM1/NEDD9/PRKCI/CACNB4/CDK5RAP3/MAVS/PPARD/SERP1/CCT6A/MCU/TM9SF4/RDX/TCF7L2	53
BP	GO:0050657	nucleic acid transport	26/1190	163/18903	1.07442988017603e-05	0.00166321745451249	0.00149030694958552	IGF2BP2/PEG10/IGF2BP1/DDX39B/AKAP8L/LRPPRC/TOMM20/FLOT1/XPO5/KHSRP/NUP153/TPR/AHCTF1/PABPN1/HNRNPA1/NUP205/ATXN2/NUP107/NPM1/CPSF6/SMG5/SMG6/ZC3H3/XPOT/SMG7/DHX9	26
BP	GO:0050658	RNA transport	26/1190	163/18903	1.07442988017603e-05	0.00166321745451249	0.00149030694958552	IGF2BP2/PEG10/IGF2BP1/DDX39B/AKAP8L/LRPPRC/TOMM20/FLOT1/XPO5/KHSRP/NUP153/TPR/AHCTF1/PABPN1/HNRNPA1/NUP205/ATXN2/NUP107/NPM1/CPSF6/SMG5/SMG6/ZC3H3/XPOT/SMG7/DHX9	26
BP	GO:0010770	positive regulation of cell morphogenesis involved in differentiation	17/1190	82/18903	1.12033687919018e-05	0.00168610700318122	0.00151081686749272	RELN/APOA1/CALR/P4HB/PRKDC/MDK/BRAF/DNM2/CUL7/NEDD9/TRIOBP/FBXW8/PREX1/NRP1/STAU2/ARPC2/ARMCX5-GPRASP2	17
BP	GO:0070828	heterochromatin organization	18/1190	91/18903	1.24103350362092e-05	0.00181727554665355	0.00162834893846363	HMGA2/KCNQ1OT1/TRIM28/SETDB1/UBR2/TPR/LMNA/RIF1/TET1/MORC2/DNMT3A/HDAC5/L3MBTL1/HELLS/MBD3/CTBP1/ZNF445/EZH2	18
BP	GO:0010769	regulation of cell morphogenesis involved in differentiation	19/1190	100/18903	1.31862026346827e-05	0.00188007489143976	0.0016846195720542	RELN/APOA1/CALR/P4HB/PTK2/PRKDC/MDK/ACTN4/BRAF/DNM2/CUL7/NEDD9/TRIOBP/FBXW8/PREX1/NRP1/STAU2/ARPC2/ARMCX5-GPRASP2	19
BP	GO:0051236	establishment of RNA localization	26/1190	166/18903	1.49846739650382e-05	0.00208171701391223	0.00186529868628221	IGF2BP2/PEG10/IGF2BP1/DDX39B/AKAP8L/LRPPRC/TOMM20/FLOT1/XPO5/KHSRP/NUP153/TPR/AHCTF1/PABPN1/HNRNPA1/NUP205/ATXN2/NUP107/NPM1/CPSF6/SMG5/SMG6/ZC3H3/XPOT/SMG7/DHX9	26
BP	GO:0072594	establishment of protein localization to organelle	52/1190	449/18903	1.57149593835876e-05	0.00212859124850695	0.00190729980729227	AGT/RPL23/HSP90AB1/CD36/NDUFA13/SNAP25-AS1/ROMO1/CCT3/TOMM20/BCAP31/TRIM28/SPIDR/NUP153/TPR/CSE1L/LMNA/SMO/BAG6/TXNIP/VPS28/SAE1/SRP14/HSPA5/HGS/AP3D1/IPO9/SRP9/PIK3R2/MAPK14/TOMM6/NUP107/PEX6/MTX2/TIMM13/TNPO2/CLU/UBL5/TOMM40/ZFAND2B/RAB3GAP2/E2F3/PIH1D1/MAVS/RAB10/TRAM1/PARL/PPP1R10/CCT6A/STK4/SEC61A1/IPO7/NF1	52
BP	GO:0000027	ribosomal large subunit assembly	9/1190	26/18903	1.77077451372211e-05	0.00234001373545034	0.00209674250507994	RPLP0/RPL10/RPL38/RPL11/RPL6/RPL5/RPL24/RPL23A/NOP53	9
BP	GO:0034975	protein folding in endoplasmic reticulum	6/1190	11/18903	2.15783345377114e-05	0.00278360515536477	0.0024942175159881	CALR/P4HB/CANX/HSP90B1/PDIA3/HSPA5	6
BP	GO:0006892	post-Golgi vesicle-mediated transport	19/1190	104/18903	2.35615376320427e-05	0.00296875374163738	0.00266011778602157	STXBP6/RACK1/EXOC2/KIF13A/KRT18/ANK3/AP3D1/SCAMP3/EXOC6B/ARFGEF2/VPS54/EXOC6/DNM2/GOLPH3L/AMN/RAB10/VTI1A/GGA1/LYPLA1	19
BP	GO:0002183	cytoplasmic translational initiation	11/1190	40/18903	2.49293158381517e-05	0.0030697053002524	0.00275057427381712	RPL13A/EIF3B/EIF4B/EIF4A1/EIF2S3/EIF3G/EIF3E/EIF4A2/EIF3H/EIF3L/EIF2S2	11
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	21/1190	123/18903	2.61130142366643e-05	0.00314400691409438	0.00281715138384786	H19/NDUFA13/NDUFB7/ATP5MC2/ATP5ME/ATP5F1D/ATP5F1E/UCK2/PARP1/NDUFA3/TMSB4X/NDUFB11/CTPS2/NDUFS2/ATP5F1B/ATP5MF/SDHC/ATP5F1A/ATP6V0C/NDUFA11/NME2	21
BP	GO:1901796	regulation of signal transduction by p53 class mediator	19/1190	105/18903	2.70943744880589e-05	0.00319124610818051	0.00285947952262993	RPS15/TRIM24/SOX4/RPL37/RPL23/RPL11/RPS20/MIF/RPL5/RPS7/RPL26/NOP53/STK11/EIF5A/NPM1/EEF1E1/CDK5RAP3/NUAK1/ZNHIT1	19
BP	GO:0035303	regulation of dephosphorylation	22/1190	133/18903	2.81678951589513e-05	0.00324709906321698	0.00290952592324934	HSP90AB1/ENSA/PPIA/PPP6R2/SYMPK/HSP90B1/ROCK2/NPNT/CSNK2B/PTBP1/SPPL3/URI1/SMG5/PPP6R1/ANKLE2/SMG6/CDK5RAP3/NUAK1/PPP1R16A/SMG7/PPP2R5D/CALM2	22
BP	GO:0045727	positive regulation of translation	23/1190	143/18903	2.96859992453126e-05	0.00335080716481466	0.003002452379811	SOX4/EEF2/RPS4X/RPS9/PABPC1/IGF2BP1/RPL5/RPL26/PRKDC/EIF2S3/EIF3E/PLD1/EIF6/FXR1/NCK2/METTL8/EIF5A/NPM1/UQCC2/GCN1/YTHDF3/SERP1/DHX9	23
BP	GO:0009142	nucleoside triphosphate biosynthetic process	22/1190	134/18903	3.1731496866232e-05	0.00350859693920908	0.00314383809982947	H19/NDUFA13/NDUFB7/ATP5MC2/ATP5ME/ATP5F1D/ATP5F1E/UCK2/PARP1/NDUFA3/TMSB4X/NDUFB11/CTPS2/AK3/NDUFS2/ATP5F1B/ATP5MF/SDHC/ATP5F1A/ATP6V0C/NDUFA11/NME2	22
BP	GO:1900180	regulation of protein localization to nucleus	22/1190	135/18903	3.56943841677276e-05	0.00386784346841497	0.00346573683750652	CD2AP/HSP90AB1/CD36/OTUD7B/CCT3/GLUL/TRIM28/NVL/TPR/LMNA/SMO/ILRUN/PARP1/PIK3R2/MAPK14/STK11/NPM1/CACNB4/CDK5RAP3/MAVS/CCT6A/NF1	22
BP	GO:0009199	ribonucleoside triphosphate metabolic process	33/1190	249/18903	4.13219929733746e-05	0.0043898540770538	0.00393347846425601	H19/GAPDH/NDUFA13/NDUFB7/OLA1/PRKAA2/ATP5MC2/ATP5ME/ATP5F1D/ATP5F1E/EIF6/RPTOR/UCK2/PFKL/PARP1/NDUFA3/ITPA/TMSB4X/NDUFB11/CTPS2/AK3/NDUFS2/MLXIPL/FOXK1/ATP5F1B/ATP5MF/SDHC/ATP5F1A/TPI1/ATP6V0C/NDUFA11/ATP1B1/NME2	33
BP	GO:0006338	chromatin remodeling	44/1190	373/18903	4.47466062491927e-05	0.00466225216650242	0.00417755765225256	JARID2/SMYD3/ACTB/HMGA2/NAP1L1/KCNQ1OT1/KDM5B/DEK/SMARCA1/CHD6/SMARCA4/TRIM28/SMARCC1/SETDB1/HLTF/UBR2/BPTF/TPR/LMNA/RIF1/TET1/YEATS2/MORC2/CHD3/DNMT3A/BICRAL/ZRANB3/UCHL5/HDAC5/GATAD2B/MTA3/L3MBTL1/NPM1/HELLS/MBD3/KAT2A/CTBP1/PIH1D1/CHD7/SET/ZNF445/TOP1/EZH2/ZNHIT1	44
BP	GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	12/1190	50/18903	4.76358723849487e-05	0.00474458846807327	0.00425133415219326	RPL23/RPL11/HSP90AB1/RPL5/RPS7/NOP53/SMARCC1/BAG6/CSNK2A1/UCHL5/EIF3H/USP14	12
BP	GO:0034504	protein localization to nucleus	38/1190	306/18903	4.83178484288969e-05	0.00474458846807327	0.00425133415219326	AGT/RPL23/CALR/RPL11/CD2AP/HSP90AB1/CD36/OTUD7B/CCT3/NOP53/GLUL/TRIM28/NVL/NUP153/TPR/CSE1L/LMNA/SMO/TXNIP/ILRUN/IPO9/PARP1/PIK3R2/MAPK14/NUP107/STK11/TNPO2/NPM1/CACNB4/E2F3/HDGF/CDK5RAP3/MAVS/PPP1R10/CCT6A/STK4/IPO7/NF1	38
