#gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	ENTREZID
MIF	3.69735461568625e-257	1.06122303157591	0.346	0.065	1.2580618815334e-252	4282
PLXNC1	0	1.06106189109912	0.405	0.067	0	10154
RPL32	1.00603494554419e-185	1.05575991590292	0.379	0.098	3.42313450570867e-181	6161
RPS3	1.67809270573138e-223	1.04491458302595	0.396	0.093	5.70987824052161e-219	6188
RPL14	5.31578331050799e-161	1.04477062885491	0.36	0.099	1.80874842923345e-156	9045
CASC15	3.07692671796918e-244	1.0400006744496	0.275	0.043	1.04695508505619e-239	401237
RPS17	8.63644703298906e-208	1.03589628648614	0.395	0.098	2.93863746744486e-203	6218
RPL9	7.69040793922061e-199	1.02875052406164	0.417	0.111	2.61673820539921e-194	6133
RPS9	1.695659078584e-159	1.02793889461322	0.496	0.171	5.76964958078991e-155	6203
ZNF544	3.35104277864084e-227	1.02623145949067	0.465	0.122	1.14022581586033e-222	27300
GAPDH	1.35857393058148e-146	1.02340313799221	0.385	0.118	4.62268365619654e-142	2597
CD2AP	6.74184412207493e-117	1.02169767210856	0.536	0.265	2.29397988097722e-112	23607
SERPIND1	1.07997256432801e-194	1.02061624689592	0.372	0.092	3.67471464738248e-190	3053
IGF2	0	1.02028985787809	0.321	0.014	0	3481
LINC01524	0	1.01767645151078	0.288	0.035	0	101927700
OVOL2	0	1.01647635531221	0.329	0.029	0	58495
RPL6	2.27145930222134e-149	1.01551042812991	0.379	0.113	7.72886742173832e-145	6128
HSP90AB1	5.10866648989965e-172	1.01484997751135	0.642	0.258	1.73827485985326e-167	3326
RACK1	4.51460389673059e-192	1.01470233342886	0.38	0.096	1.53613912190155e-187	10399
RPL29	3.33805045786131e-224	1.01027749907246	0.37	0.082	1.13580504879189e-219	6159
SUPT3H	2.39048804499552e-103	1.00753714378164	0.521	0.246	8.13387462190174e-99	8464
RPS6KA3	7.06752458405087e-117	1.00672648833243	0.624	0.329	2.40479591496915e-112	6197
TUBB	0	1.00151698606076	0.303	0.04	0	203068
SNTG1	3.9864062584613e-65	0.99561860091615	0.465	0.244	1.35641459350404e-60	54212
BCHE	2.36620140221803e-185	0.994319527246573	0.395	0.107	8.05123689118706e-181	590
CDKAL1	4.13990550623396e-96	0.990538257478169	0.711	0.567	1.40864424755117e-91	54901
FARS2	2.10606350812249e-99	0.984903384598634	0.632	0.388	7.16609169273758e-95	10667
RPL41	1.2792259375666e-99	0.981410851515895	0.433	0.176	4.35269417516411e-95	6171
FTH1	6.25588141598122e-106	0.978966910334973	0.47	0.192	2.12862621060177e-101	2495
NPSR1-AS1	5.50274786807649e-222	0.973980236549456	0.295	0.054	1.87236498959171e-217	404744
FNDC3B	2.97233497254807e-100	0.973593691865589	0.824	0.8	1.01136669775921e-95	64778
KCNJ3	4.92072212375896e-109	0.962900567640009	0.448	0.183	1.67432490983023e-104	3760
SERPINA1	3.45528115180468e-92	0.962414059440948	0.806	0.631	1.17569396471306e-87	5265
MEG8	2.071028969723e-11	0.962065098068245	0.107	0.059	7.04688317237948e-07	79104
NDRG1	1.61940863665444e-193	0.955752311828405	0.417	0.11	5.51019982708041e-189	10397
HNF1A-AS1	6.8518607264529e-103	0.949237270132937	0.712	0.453	2.33141413078286e-98	283460
SLC22A9	1.6090663567416e-77	0.948403927512492	0.524	0.298	5.47500918544897e-73	114571
RPL19	8.29726793967946e-165	0.941336246732108	0.327	0.082	2.82322838915533e-160	6143
PTOV1	4.92639946695593e-215	0.938921355100511	0.399	0.097	1.67625668262643e-210	53635
SDK1	6.86842668906874e-177	0.938060808839786	0.268	0.054	2.33705086522253e-172	221935
SOBP	5.69357143247482e-161	0.935909260475917	0.304	0.073	1.93729461561388e-156	55084
MPST	6.18546129128421e-136	0.931410572575651	0.477	0.179	2.10466505897236e-131	4357
RPL17	1.44606156899696e-147	0.929629342515503	0.438	0.145	4.92036909466905e-143	6139
ACTB	6.62857697042532e-87	0.928592360283371	0.47	0.208	2.25543959995692e-82	60
RHOBTB1	1.04807332848911e-225	0.928352448625146	0.302	0.055	3.56617430751705e-221	9886
SNHG25	4.62689509385154e-77	0.927331691697118	0.575	0.312	1.57434732463392e-72	105376843
HMGA2	0	0.926104323971188	0.221	0.008	0	8091
RPL7	2.80917683727218e-176	0.925548719557083	0.295	0.064	9.55850510650233e-172	6129
RPL4	3.3282564021994e-152	0.923174295642538	0.345	0.095	1.13247252341237e-147	6124
ANGPTL8	8.05297046804049e-130	0.918691229650959	0.445	0.161	2.74010373145546e-125	55908
RPL15	2.32211878747764e-126	0.91868036234002	0.288	0.079	7.90124138627142e-122	6138
CD36	0	0.918338685150915	0.308	0.04	0	948
P4HB	1.88001286092626e-118	0.91786288984049	0.535	0.231	6.39693176058768e-114	5034
PABPC1	2.87517350863658e-71	0.914471128196877	0.476	0.235	9.78306538048682e-67	26986
RPL7A	4.95654308310258e-150	0.911835015479794	0.346	0.095	1.68651334945648e-145	6130
TNRC18	5.37817027968674e-108	0.906038677127153	0.577	0.291	1.82997621936621e-103	84629
ZNF518A	3.41106648696731e-115	0.901681655535041	0.518	0.227	1.1606494828555e-110	9849
RPS12	2.90901734035288e-107	0.900996113127639	0.349	0.119	9.89822240228471e-103	6206
PLPPR1	3.41000976896795e-122	0.899879590182905	0.529	0.221	1.16028992398904e-117	54886
IRS1	3.47781012373593e-114	0.898160248019807	0.519	0.229	1.18335967270239e-109	3667
ASAP1	1.1336511776544e-107	0.897011783023015	0.589	0.284	3.85736149708686e-103	50807
DNAH14	3.0359396956304e-85	0.896883569079742	0.633	0.401	1.0330088408352e-80	127602
ASGR2	3.21029690944009e-100	0.895540476274018	0.538	0.269	1.09233562640609e-95	433
PVT1	5.69425249601037e-98	0.893709112030197	0.438	0.178	1.93752635429249e-93	5820
EEF1G	4.18323553099843e-181	0.892404885372402	0.349	0.086	1.42338772177753e-176	1937
CTSD	5.05071805133751e-167	0.890706127910996	0.377	0.104	1.7185573241481e-162	1509
SLC2A4RG	2.01036157862379e-147	0.888548065067818	0.44	0.147	6.84045630742531e-143	56731
ATP8B1	3.09870951258236e-130	0.883729700187282	0.501	0.193	1.05436689875127e-125	5205
RASAL2	1.30401443720851e-108	0.880954792813013	0.598	0.312	4.43703952404569e-104	9462
GPC5	1.86823295456995e-62	0.880934526923706	0.549	0.296	6.35684945121972e-58	2262
GREB1	1.34617834131837e-142	0.877073007720448	0.354	0.103	4.58050642416988e-138	9687
ARID5B	1.42195383762371e-135	0.876499856745816	0.464	0.168	4.83834012789843e-131	84159
VSNL1	1.12547354031158e-158	0.875222153440407	0.397	0.118	3.82953626826417e-154	7447
STRBP	8.31645544502407e-78	0.874040332055779	0.545	0.308	2.82975712972389e-73	55342
ITIH2	1.42191333070605e-89	0.873196998962845	0.578	0.314	4.83820229906039e-85	3698
HIF3A	0	0.872154384707406	0.259	0.011	0	64344
TMEM14B	2.92377210261534e-135	0.871449097157198	0.476	0.178	9.94842695635895e-131	81853
PRKCSH	2.32020529500934e-259	0.870488531101844	0.385	0.078	7.8947305367988e-255	5589
IGF2BP1	0	0.870419477278637	0.324	0.019	0	10642
RPS10	0	0.8703027753353	0.282	0.028	0	6204
SLC22A23	2.79661024727289e-79	0.869701667114545	0.618	0.397	9.51574602737075e-75	63027
LYRM4	1.42437159142185e-134	0.869551689496744	0.427	0.151	4.846566776972e-130	57128
ATP2B1	2.47966953633056e-139	0.867912658887198	0.483	0.177	8.43732356431835e-135	490
RPL5	1.11559454738997e-85	0.866157938561499	0.362	0.142	3.79592200694911e-81	6125
PRTG	0	0.866018442995037	0.271	0.011	0	283659
NOP56	1.41822352480341e-172	0.861255752147045	0.377	0.1	4.82564736549608e-168	10528
PTK2	4.32118071066044e-93	0.859381640761766	0.731	0.535	1.47032494860932e-88	5747
NAP1L1	2.10577333088534e-132	0.858074316948723	0.373	0.117	7.16510433567045e-128	4673
FGFR3	6.25768687280905e-194	0.849864956189371	0.403	0.104	2.12924053534201e-189	2261
PTPN14	0	0.848419069195121	0.333	0.042	0	5784
RPL12	5.39839200793514e-163	0.848141178763123	0.339	0.087	1.83685686462001e-158	6136
COX6B1	2.69400926929791e-231	0.846856125317241	0.291	0.051	9.16663593971308e-227	1340
ILF3	4.60519170039985e-145	0.84365002649742	0.422	0.135	1.56696252797805e-140	3609
APOC2	2.4021172647712e-67	0.838392331938459	0.662	0.437	8.1734442051105e-63	344
ZFAND3	7.79823029640731e-73	0.83725044528089	0.803	0.808	2.65342584065555e-68	60685
RPS6KC1	2.06186813690344e-87	0.835875775374335	0.536	0.287	7.01571252262764e-83	26750
KCNT2	4.92422451870262e-53	0.831503645123442	0.68	0.574	1.67551663473375e-48	343450
RPS25	2.33479501019547e-148	0.831235985510543	0.33	0.089	7.94437350169111e-144	6230
SSR1	7.60634431138505e-169	0.829311702298245	0.381	0.104	2.58813471539188e-164	6745
ENSA	2.64637580483616e-135	0.828930749989424	0.495	0.186	9.00455831353551e-131	2029
GAS5	6.45619894235587e-122	0.828147211776414	0.444	0.166	2.19678625212601e-117	60674
ACTG1	7.82856104515741e-139	0.826991770768804	0.327	0.091	2.66374618122526e-134	71
KCNQ1OT1	3.41226292556312e-76	0.825661369942547	0.416	0.186	1.16105658305211e-71	10984
ZNF551	4.68260596852688e-271	0.824218497159823	0.347	0.062	1.59330350685096e-266	90233
FAM110B	4.89144433987365e-82	0.824208427814592	0.479	0.234	1.66436285108541e-77	90362
FCGRT	1.20584473772378e-241	0.820924877824519	0.363	0.073	4.10300730457893e-237	2217
MEG3	6.67878090857063e-15	0.820296225357589	0.127	0.066	2.27252199195024e-10	55384
SRPK1	7.57643467769377e-103	0.819913510314369	0.513	0.235	2.57795766343208e-98	6732
SERF2	5.77962987724259e-114	0.815812109433496	0.363	0.123	1.96657686203056e-109	10169
DTNA	1.62804514188904e-88	0.812812320738218	0.42	0.173	5.53958639979164e-84	1837
PPARG	1.43779471880813e-87	0.808496506080237	0.506	0.239	4.89224031021655e-83	5468
DLK1	0	0.805739512304335	0.203	0.001	0	8788
RPS7	3.92885961846861e-139	0.803164351808187	0.333	0.094	1.33683377378013e-134	6201
ZNF710	1.16470508993914e-134	0.801312945735	0.399	0.128	3.96302553902691e-130	374655
PEBP1	5.72563074160736e-50	0.798834949105893	0.503	0.295	1.94820311613932e-45	5037
FBXO17	1.55986972870461e-91	0.793682270951894	0.611	0.337	5.30761273889032e-87	115290
RALGPS2	9.55895231345448e-57	0.792930068624274	0.683	0.582	3.25252911417602e-52	55103
PPIA	2.02507619594272e-119	0.792747905995284	0.319	0.096	6.89052426431469e-115	5478
PCOLCE2	0	0.79266482369187	0.292	0.039	0	26577
SNORC	3.157288207041e-35	0.791553985820647	0.118	0.04	1.07429888532777e-30	389084
RPL35A	3.18474478774908e-183	0.790924772788585	0.319	0.072	1.0836412614795e-178	6165
TRIM71	0	0.790637153666292	0.268	0.011	0	131405
ZNF91	1.62415213578946e-60	0.790521198789675	0.587	0.352	5.52634005723722e-56	7644
TBL1XR1	1.27873925004945e-65	0.78806879779845	0.669	0.488	4.35103817221826e-61	79718
CUTA	2.21880029866626e-305	0.787686979071787	0.277	0.036	7.54968989624181e-301	51596
RPS8	1.02921512173407e-102	0.786700698044925	0.347	0.121	3.50200737321235e-98	6202
RPL21	4.27522703975677e-124	0.784981854989452	0.368	0.119	1.45468875254764e-119	6144
PSAP	1.24184689189181e-96	0.784776856774334	0.368	0.136	4.22550823435108e-92	5660
NUCKS1	4.22856078298968e-70	0.784172093518513	0.625	0.401	1.43881009202007e-65	64710
ACBD6	6.16090528662717e-93	0.783997271420167	0.533	0.259	2.09630963282776e-88	84320
CPD	2.53656652294113e-113	0.782763464838754	0.456	0.176	8.63092125095951e-109	1362
RARRES2	1.04695560113448e-63	0.780614332382168	0.475	0.245	3.56237112842019e-59	5919
DOK6	1.1947777140366e-187	0.77757023744625	0.297	0.062	4.06535064978092e-183	220164
NECTIN2	7.48918451205454e-121	0.777458640962105	0.47	0.18	2.54826992207168e-116	5819
NR2F6	1.44153025116504e-198	0.777350037629367	0.387	0.095	4.90495083261417e-194	2063
LINC01409	3.11488988300845e-122	0.776635729349177	0.274	0.073	1.05987243159246e-117	105378580
PTK7	0	0.773084710363085	0.295	0.024	0	5754
DHCR24	4.92919830215854e-64	0.772464875891223	0.508	0.266	1.67720901429246e-59	1718
LIPC	3.77269930459721e-57	0.772243245210217	0.568	0.355	1.28369866538225e-52	3990
MMP11	0	0.76922855385496	0.226	0.008	0	4320
GNAI1	5.85956122240769e-90	0.767660285280591	0.466	0.213	1.99377430153644e-85	2770
KDM5B	1.79469159351283e-187	0.767508679573428	0.374	0.093	6.10661761608676e-183	10765
CPSF1	2.35381508924086e-291	0.764990033907984	0.34	0.055	8.00909122265095e-287	29894
PPP6R2	4.03761033752094e-64	0.762433714627081	0.692	0.533	1.37383729344488e-59	9701
GLO1	7.78433839857181e-209	0.759289194242186	0.338	0.072	2.64869898349804e-204	2739
RPL10A	7.8393512699037e-151	0.757607931613135	0.307	0.077	2.66741766309743e-146	4736
PRLR	2.01668949415051e-76	0.756151384853119	0.508	0.251	6.86198767279651e-72	5618
ZNF318	9.32450165822939e-208	0.755327354792962	0.346	0.075	3.17275493422913e-203	24149
DEK	5.10596746899538e-117	0.750248720643408	0.404	0.141	1.73735649100037e-112	7913
CFB	1.30721133810352e-48	0.75022289117739	0.605	0.438	4.44791729903104e-44	629
ARID4B	6.8608789805262e-66	0.749880120267485	0.643	0.451	2.33448268191385e-61	51742
RPL26	4.15927364533109e-135	0.7498580491137	0.239	0.055	1.41523445056036e-130	6154
ANKS1A	8.65294751520993e-72	0.74821171991549	0.532	0.299	2.94425192152533e-67	23294
OTUD7B	9.52785136954819e-91	0.747494511403658	0.502	0.236	3.24194670700247e-86	56957
RPL31	3.4305594829354e-140	0.746953240260337	0.312	0.083	1.1672821696636e-135	6160
EPS8L2	8.92238794381031e-114	0.746600970350227	0.461	0.183	3.0359317217609e-109	64787
PRKDC	7.4211002899751e-68	0.744226833953858	0.48	0.24	2.52510358466693e-63	5591
MIR222HG	0	0.743443016035273	0.282	0.035	0	104457406
RPL27	2.82061783647914e-166	0.742482218196433	0.272	0.059	9.59743425040391e-162	6155
ROBO2	1.04982726221918e-35	0.740705059397909	0.169	0.069	3.57214224242698e-31	6092
CANX	1.59019697789299e-80	0.739380187497348	0.438	0.193	5.41080423697868e-76	821
ZNF254	6.24915388351865e-89	0.739240064918369	0.476	0.217	2.12633710040605e-84	9534
ADNP	4.22830147176745e-75	0.73858601561408	0.567	0.312	1.43872185878359e-70	23394
ASPM	0	0.737695384831058	0.264	0.026	0	259266
RPL34	5.5384405869512e-109	0.73667361475008	0.315	0.099	1.88450979411601e-104	6164
PDIA4	7.6963795121064e-121	0.735990597984348	0.29	0.081	2.61877009278932e-116	9601
NACA	8.46463663550783e-101	0.734687986175272	0.305	0.099	2.88017726159789e-96	4666
SLC29A4	0	0.731881942351384	0.25	0.009	0	222962
FBXO9	8.08459949429044e-98	0.731423648087335	0.444	0.185	2.75086582392726e-93	26268
DDX39B	3.08844746478623e-85	0.731037060621991	0.503	0.242	1.05087513436816e-80	7919
AUTS2	1.87486828122856e-45	0.728750238791513	0.648	0.496	6.37942681370828e-41	26053
ARHGEF3	5.30434424314057e-194	0.726102704724062	0.259	0.046	1.80485617217101e-189	50650
SGCE	2.38942181382002e-280	0.725947920575688	0.304	0.046	8.13024666370399e-276	8910
FIGN	2.78625043834321e-92	0.725812609688354	0.464	0.2	9.4804957415066e-88	55137
POLR2J3	1.07732535854218e-81	0.725460827603017	0.489	0.24	3.66570726497562e-77	548644
NDUFA13	1.03307803093642e-159	0.724406693233569	0.302	0.072	3.51515130806428e-155	51079
MDM4	1.58502443684634e-73	0.723525061691143	0.547	0.308	5.39320414881335e-69	4194
ZNF124	9.67639368123813e-232	0.723015050900641	0.295	0.052	3.29248971397809e-227	7678
RPL24	1.43236821610475e-116	0.722120964006535	0.282	0.079	4.87377609211804e-112	6152
KRTCAP2	5.24256139499419e-280	0.721936856128202	0.253	0.033	1.78383394026072e-275	200185
ARHGEF18	1.67152312828329e-157	0.718416028854372	0.371	0.102	5.68752459629673e-153	23370
AKAP8L	8.20189243147469e-73	0.717428106274235	0.529	0.277	2.79077591873358e-68	26993
LGR5	8.32240685246691e-83	0.711280923587116	0.212	0.061	2.83178215562039e-78	8549
LPGAT1	1.08563519263797e-48	0.708465875997428	0.589	0.414	3.69398230646995e-44	9926
GLS	1.36393294869718e-139	0.706910496512053	0.324	0.087	4.64091825123702e-135	2744
RING1	2.67617704287403e-160	0.706591082071238	0.308	0.073	9.10596000608318e-156	6015
FGFR4	1.22487308350255e-168	0.705758341925923	0.321	0.077	4.16775315392576e-164	2264
AKR1C3	5.95995368747133e-91	0.705009892791829	0.337	0.121	2.027933841699e-86	8644
MROH1	9.18578882925394e-102	0.70435904117539	0.433	0.173	3.12555650704194e-97	727957
NBEA	1.62054304409855e-244	0.703414238279638	0.296	0.049	5.51405976184973e-240	26960
HCG17	2.31245962848375e-129	0.70341382065931	0.331	0.097	7.86837513187882e-125	414778
EMC10	2.25304692487865e-195	0.703308890045994	0.272	0.051	7.66621746659208e-191	284361
ZNF506	4.50064693173752e-252	0.702625839187134	0.33	0.059	1.53139012499301e-247	440515
SNHG29	3.63236982709614e-155	0.701977422908879	0.27	0.061	1.23595015736773e-150	125144
IRF2BP2	1.08802048570301e-110	0.699858942715179	0.385	0.136	3.70209850465307e-106	359948
SPON2	2.65350835823473e-73	0.698354063096213	0.449	0.211	9.0288275397295e-69	10417
PFDN5	2.53561174176462e-132	0.696938718862594	0.29	0.076	8.62767251252831e-128	5204
EXOC2	4.91933185950329e-91	0.696409559802047	0.465	0.209	1.67385185851459e-86	55770
PAM	1.27666775048911e-167	0.695660762658267	0.212	0.036	4.34398968781423e-163	5066
SNAP25-AS1	4.8671179630773e-52	0.695609352119226	0.227	0.088	1.65608555811668e-47	100131208
EHMT2	0	0.694524148218821	0.289	0.036	0	10919
ZNF451	3.13606571560613e-75	0.689870054875974	0.477	0.242	1.06707772039214e-70	26036
PIP5K1A	7.40112373152961e-74	0.689855820710484	0.566	0.311	2.51830636089027e-69	8394
UTRN	7.36089909003366e-55	0.687869079980083	0.69	0.501	2.50461952437485e-50	7402
PFN1	1.57719363653917e-180	0.687358050111539	0.273	0.055	5.36655906768819e-176	5216
RBMS1	1.00395650693945e-82	0.684651097863139	0.53	0.256	3.41606241051217e-78	5937
PTPRA	2.46845387517025e-87	0.683582479644067	0.476	0.213	8.39916115565428e-83	5786
COP1	5.63348404934793e-55	0.683424472340435	0.659	0.502	1.91684928263113e-50	64326
LRPPRC	1.63151101130265e-68	0.682160652209542	0.506	0.264	5.5513793670584e-64	10128
UBE2K	1.53587811356956e-57	0.682037252493563	0.66	0.49	5.2259788692318e-53	3093
RSRC1	1.94827168441743e-67	0.68167063300195	0.537	0.303	6.62918923339876e-63	51319
TOR3A	2.71708456562656e-198	0.681591266910319	0.314	0.065	9.24515194300092e-194	64222
GGH	1.89145324328485e-76	0.679518231893159	0.218	0.066	6.43585880560104e-72	8836
DTNBP1	4.6298836006966e-163	0.678607479650119	0.347	0.09	1.57536419397303e-158	84062
RTN4RL1	3.45332070056082e-210	0.675411518199825	0.258	0.043	1.17502690157283e-205	146760
