#ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0008202	steroid metabolic process	52/783	323/18903	2.96812683841175e-17	1.32540354820714e-14	1.11482275988192e-14	CYP2C8/CYP2B6/ESR1/CYP3A4/CYP2C9/PRKAG2/CYP2C19/ABCB11/INSIG1/CYP3A5/BAAT/SCP2/LEPR/CYP3A43/SLC27A2/CYP2A6/OSBPL9/SRD5A2/SRD5A1/HMGCS2/CYP2E1/SULT2A1/HSD11B1/EPHX2/NR1I2/CYP7B1/POR/GC/RORA/LDLR/UGT2B15/HSD17B6/SLC27A5/SEC14L2/FMO5/PON1/ACADL/PBX1/HSD17B4/CAT/ABCD3/TTC39B/H6PD/TSKU/CYP39A1/RORC/ABCA1/FAXDC2/HSD17B7/AKR1C4/RDH16/ABCA5	52
BP	GO:0072329	monocarboxylic acid catabolic process	32/783	126/18903	6.23774590668063e-17	2.55331732446794e-14	2.14764497225627e-14	PCK1/ABCB11/SCP2/ACACB/SLC27A2/PCCA/ECHDC2/LONP2/HAO1/ABHD2/AIG1/SULT2A1/MFSD2A/PON3/PPARA/ACAT1/EHHADH/CYP4A11/ACAD11/CRYL1/ETFDH/ACADL/LPIN2/HSD17B4/CYP4F3/ABCD3/DECR1/AGXT2/LPIN1/ACOX1/ACADM/ACOX2	32
BP	GO:0071466	cellular response to xenobiotic stimulus	36/783	183/18903	4.40303490230763e-15	1.66366980308731e-12	1.39934510053097e-12	CYP2C8/CYP2B6/CYP3A4/CYP2C9/ACSM2B/ACSL1/CYP2C19/ABCB11/CYP2C18/CYP3A5/FBP1/CYP2A7/GLYAT/AOX1/CYP2A6/CYP2E1/GPLD1/SULT2A1/PON3/SLCO2B1/NR1I2/POR/RORA/UGT2B15/SLC22A7/SLCO1B1/FMO4/FMO5/SLC10A1/NAT1/NFE2L2/RORC/ABCB1/ABCC2/CRYZ/CES2	36
BP	GO:0019395	fatty acid oxidation	28/783	110/18903	5.20168015544578e-15	1.8250466373964e-12	1.53508230151313e-12	PRKAG2/ABCB11/ADH4/PPARGC1A/SCP2/ACACB/SLC27A2/ECHDC2/LONP2/HAO1/MFSD2A/PPARA/HAO2/POR/ACAT1/EHHADH/ACAD11/PDK4/ADIPOR2/ETFDH/FMO4/ACADL/HSD17B4/ABCD3/DECR1/ACOX1/ACADM/ACOX2	28
BP	GO:0009063	cellular amino acid catabolic process	28/783	113/18903	1.09567610068968e-14	3.58797400439182e-12	3.01791487382948e-12	TAT/SDS/KMO/AASS/HPD/TDO2/GPT2/HGD/ARG1/GOT1/BCKDHB/ACMSD/SHMT1/IDO2/ACAT1/PAH/ALDH8A1/MAT1A/HAL/ADHFE1/RIDA/UROC1/ATP2B4/AGXT2/KYNU/GLS2/OTC/ACADSB	28
BP	GO:0034440	lipid oxidation	28/783	116/18903	2.24874068794687e-14	6.9036339119969e-12	5.80678105275755e-12	PRKAG2/ABCB11/ADH4/PPARGC1A/SCP2/ACACB/SLC27A2/ECHDC2/LONP2/HAO1/MFSD2A/PPARA/HAO2/POR/ACAT1/EHHADH/ACAD11/PDK4/ADIPOR2/ETFDH/FMO4/ACADL/HSD17B4/ABCD3/DECR1/ACOX1/ACADM/ACOX2	28
BP	GO:0009062	fatty acid catabolic process	26/783	101/18903	3.67259281402124e-14	1.06116328838072e-11	8.92565126627453e-12	PCK1/ABCB11/SCP2/ACACB/SLC27A2/PCCA/ECHDC2/LONP2/HAO1/ABHD2/AIG1/MFSD2A/PPARA/ACAT1/EHHADH/ACAD11/ETFDH/ACADL/LPIN2/HSD17B4/ABCD3/DECR1/LPIN1/ACOX1/ACADM/ACOX2	26
BP	GO:0016042	lipid catabolic process	48/783	336/18903	5.75183333857244e-14	1.5696114088371e-11	1.32023075168987e-11	CYP3A4/PCK1/ABCB11/CPS1/SORL1/SCP2/BCO2/ACACB/SLC27A2/PCCA/ECHDC2/SRD5A2/LONP2/SRD5A1/HAO1/ABHD2/AIG1/GPLD1/SULT2A1/MFSD2A/MGLL/HSD11B1/HPGD/PPARA/ACAT1/ASPG/EHHADH/CYP4A11/LDLR/ACAD11/HSD17B6/ETFDH/FAAH2/ACADL/LIPG/LPIN2/PDE3B/HSD17B4/CYP4F3/ABCD3/DECR1/CYP39A1/LPIN1/PNPLA3/ACOX1/PNPLA7/ACADM/ACOX2	48
BP	GO:1901606	alpha-amino acid catabolic process	25/783	95/18903	6.57854328178506e-14	1.70072655790149e-11	1.43051425933553e-11	TAT/SDS/KMO/AASS/HPD/TDO2/GPT2/HGD/ARG1/GOT1/ACMSD/SHMT1/IDO2/ACAT1/PAH/ALDH8A1/MAT1A/ADHFE1/RIDA/ATP2B4/AGXT2/KYNU/GLS2/OTC/ACADSB	25
BP	GO:0030258	lipid modification	35/783	213/18903	2.71312065173678e-12	6.66342432066554e-10	5.60473608319309e-10	CYP2C8/CYP3A4/PRKAG2/ABCB11/ADH4/PPARGC1A/CYP3A5/SCP2/ACACB/SLC27A2/ECHDC2/LONP2/PLPP3/HAO1/CYP2E1/MFSD2A/EPHX2/PPARA/HAO2/POR/ACAT1/EHHADH/ACAD11/PDK4/ADIPOR2/ETFDH/FMO4/ACADL/PLPP1/HSD17B4/ABCD3/DECR1/ACOX1/ACADM/ACOX2	35
BP	GO:0006869	lipid transport	52/783	433/18903	5.21868887251563e-12	1.20702565356686e-09	1.01525280521386e-09	ACSL1/ABCB11/ABCB4/SCP2/ABCA8/SLC27A2/OSBPL9/LBP/MFSD2A/AQP9/ATP11C/ABCA6/PPARA/SLCO2B1/ABCG5/ABCG8/ATP8B4/CYP4A11/LDLR/ABCA10/ACSL5/SLC27A5/SLCO1B1/LPA/PON1/ABCA9/SYT7/PLIN2/MTTP/SLC10A1/LIPG/SCARB2/CRY2/VPS13D/CFHR4/ABCD3/EEPD1/OSBPL11/TTC39B/SLC66A2/CRY1/TSKU/ABCA1/ABCB1/SLC51A/ABCC2/PRKN/AKR1C4/PITPNC1/ABCG2/SLC10A7/ABCA5	52
BP	GO:0008652	cellular amino acid biosynthetic process	21/783	79/18903	5.40605952330436e-12	1.20702565356686e-09	1.01525280521386e-09	BHMT/SDS/UPB1/AASS/ASS1/CTH/CPS1/GOT1/ASL/HAO1/SHMT1/MTHFD2L/MTHFD1/PAH/BHMT2/DPYD/ALDH1A1/ATP2B4/AGXT2/GLS2/OTC	21
BP	GO:0044242	cellular lipid catabolic process	35/783	222/18903	9.19672471943805e-12	1.96410051399477e-09	1.65204322763361e-09	PCK1/ABCB11/CPS1/SORL1/SCP2/BCO2/ACACB/SLC27A2/PCCA/ECHDC2/LONP2/HAO1/ABHD2/AIG1/GPLD1/MFSD2A/MGLL/PPARA/ACAT1/EHHADH/LDLR/ACAD11/ETFDH/ACADL/LIPG/LPIN2/HSD17B4/ABCD3/DECR1/LPIN1/PNPLA3/ACOX1/PNPLA7/ACADM/ACOX2	35
BP	GO:0010876	lipid localization	55/783	483/18903	1.04148757908118e-11	2.13157791185281e-09	1.79291173153229e-09	ACSL1/ABCB11/ABCB4/SCP2/ABCA8/ACACB/SLC27A2/OSBPL9/LBP/CRP/MFSD2A/AQP9/ATP11C/ABCA6/PPARA/SLCO2B1/ABCG5/ABCG8/ENPP1/ATP8B4/CYP4A11/LDLR/ABCA10/ACSL5/SLC27A5/SLCO1B1/LPA/PON1/ABCA9/SYT7/PLIN2/MTTP/SLC10A1/LIPG/SCARB2/CRY2/VPS13D/CFHR4/ABCD3/EEPD1/OSBPL11/TTC39B/SLC66A2/CRY1/TSKU/ABCA1/ABCB1/SLC51A/ABCC2/PRKN/AKR1C4/PITPNC1/ABCG2/SLC10A7/ABCA5	55
BP	GO:0120254	olefinic compound metabolic process	29/783	160/18903	1.73496820913462e-11	3.4088655373077e-09	2.86726325088564e-09	CYP2C8/CYP2B6/CYP3A4/CYP2C9/CYP2C19/ADH4/CYP2C18/CYP3A5/CYP2A7/SCP2/ALDH1A2/BCO2/CYP2A6/SRD5A2/SRD5A1/ADH1B/CYP2E1/MGLL/EPHX2/ALDH8A1/CYP4A11/HSD17B6/FAAH2/ALDH1A1/CYP4F3/ADH6/H6PD/AKR1C4/RDH16	29
BP	GO:0001676	long-chain fatty acid metabolic process	24/783	111/18903	2.03744812220867e-11	3.84920968318808e-09	3.23764529541257e-09	CYP2C8/CYP2B6/CYP3A4/CYP2C9/ACSL1/CYP2C19/CYP2C18/CYP2A7/SCP2/SLC27A2/CYP2A6/CYP2E1/AIG1/ELOVL6/MGLL/CYP4A11/ACSL5/SLC27A5/FAAH2/ACADL/CYP4F3/ABCD3/QKI/PNPLA3	24
BP	GO:0072330	monocarboxylic acid biosynthetic process	34/783	218/18903	2.47967604788047e-11	4.51117361006996e-09	3.79443605767285e-09	CYP2C8/CYP3A4/CYP2C9/ACSM2B/ACSM2A/PRKAG2/SDS/ABCB11/INSIG1/KMO/BAAT/SCP2/ALDH1A2/ACACB/SLC27A2/OSBPL9/ACMSD/CYP2E1/ABHD2/ACSM5/ELOVL6/MGLL/RGN/CYP7B1/ALDH8A1/PDK4/CBR4/SLC27A5/ACADL/LIPG/ABCD3/CYP39A1/QKI/AKR1C4	34
BP	GO:0044262	cellular carbohydrate metabolic process	40/783	296/18903	4.34725499357435e-11	7.62632733158473e-09	6.41465257510502e-09	FOXO1/PCK1/FGGY/PRKAG2/PPARGC1A/FBP1/NNMT/PFKFB1/GBE1/ACACB/LEPR/IGF1/GOT1/MOGAT1/GYS2/GPLD1/STAT3/SORBS1/RGN/UGP2/PPARA/GCKR/RORA/ENPP1/GANC/PDK4/AGL/PPP1R3B/SCARB2/GABARAPL1/PTK2B/GNE/CRY1/RORC/IL6ST/PRKN/ACADM/TKFC/PFKFB3/RBKS	40
BP	GO:0062012	regulation of small molecule metabolic process	43/783	339/18903	6.51701006868163e-11	1.10384667094359e-08	9.28466951708727e-09	FOXO1/BHMT/PRKAG2/ABCB11/INSIG1/PPARGC1A/SLC4A4/FBP1/NNMT/PFKFB1/ACACB/LEPR/ZBTB20/IGF1/LONP2/ACMSD/GPLD1/STAT3/MFSD2A/SORBS1/EPHX2/RGN/PPARA/POR/GCKR/RORA/PID1/LDLR/PDK4/CLYBL/SEC14L2/FMO4/FMO5/ACADL/CDA/ATP2B4/PTK2B/TTC39B/H6PD/CRY1/RORC/PRKN/ACADM	43
BP	GO:0006066	alcohol metabolic process	45/783	367/18903	7.3102520783121e-11	1.19693194028897e-08	1.00676278622368e-08	CYP2C8/CYP3A4/CYP2C9/PCK1/INSIG1/ADH4/CYP2C18/CYP3A5/ALDH1A2/LEPR/GCH1/IGF1/GOT1/HMGCS2/MOGAT1/ADH1B/PLPP3/HAO1/SULT2A1/EPHX2/CYP7B1/POR/LDLR/HSD17B6/CBR4/SEC14L2/ALDH1A1/FMO5/PON1/ACADL/PLPP1/CAT/PTK2B/ADH6/TTC39B/H6PD/TSKU/CYP39A1/PTS/ABCA1/HSD17B7/AKR1C4/TKFC/RDH16/ABCA5	45
BP	GO:0042178	xenobiotic catabolic process	12/783	26/18903	1.32794637845796e-10	2.10415245515662e-08	1.76984364531324e-08	CYP2C8/CYP2B6/CYP3A4/CYP2C9/ACSL1/CYP2C19/CYP3A5/CYP2A6/PON3/NR1I2/FMO4/CRYZ	12
BP	GO:0031667	response to nutrient levels	52/783	474/18903	1.5327852808211e-10	2.3528254060604e-08	1.97900731158646e-08	GHR/FOXO1/PCK1/ACSL1/PRKAG2/PPARGC1A/ASS1/CPS1/PFKFB1/SORL1/ALDH1A2/ACACB/RNF152/ARG1/SRD5A2/SRD5A1/BCKDHB/FOXO3/HMGCS2/ASL/MAP3K5/MFSD2A/SIK2/TNRC6A/PPARA/POR/ACAT1/F5/ABCG5/HAMP/ABCG8/LDLR/PDK4/AGL/PON1/FOS/ATF3/PLIN2/SLC10A1/LIPG/SOD2/GABARAPL1/CLEC16A/CAT/NFE2L2/SLC25A25/KYNU/SLC38A2/CPEB4/ACADM/OTC/IGFBP2	52
BP	GO:0006635	fatty acid beta-oxidation	19/783	76/18903	1.77696080583299e-10	2.64497923583383e-08	2.22474359262981e-08	ABCB11/SCP2/ACACB/SLC27A2/ECHDC2/LONP2/MFSD2A/PPARA/ACAT1/EHHADH/ACAD11/ETFDH/ACADL/HSD17B4/ABCD3/DECR1/ACOX1/ACADM/ACOX2	19
BP	GO:0009259	ribonucleotide metabolic process	51/783	466/18903	2.51971797996826e-10	3.64025138753061e-08	3.06188639980663e-08	PDE7B/ACSM2B/ACSL1/ACSM2A/PRKAG2/PPARGC1A/GDA/SLC4A4/FBP1/UPB1/AASS/BAAT/ALDOB/DLG2/PFKFB1/GLYAT/TDO2/ACACB/XDH/ZBTB20/DPYS/IGF1/PAPSS2/HMGCS2/STAT3/ACSM5/ELOVL6/SULT2A1/PPARA/MTHFD1/SUCLG2/TPST1/ADK/ACAT1/RORA/PGM1/PID1/ENPP1/ADCY1/ACSL5/PDK4/DPYD/CTPS1/CDA/DHTKD1/UPP2/HSD17B4/SLC25A25/PANK1/ADCY10/SLC25A13	51
BP	GO:0042445	hormone metabolic process	34/783	241/18903	3.98351018919529e-10	5.59057201409351e-08	4.70233909551625e-08	CYP2C8/ESR1/GHR/CYP3A4/CYP2C9/ADH4/CYP2C18/CYP3A5/ALDH1A2/BCO2/SRD5A2/PAPSS2/SRD5A1/ADH1B/PCSK6/SULT2A1/CHST9/POR/ALDH8A1/ENPEP/UGT2B15/HSD17B6/ALDH1A1/HSD17B4/MME/ADH6/H6PD/HPN/DISP1/IYD/DIO1/HSD17B7/AKR1C4/RDH16	34
BP	GO:1901607	alpha-amino acid biosynthetic process	18/783	71/18903	4.18289227532272e-10	5.70732412677366e-08	4.80054157328704e-08	BHMT/SDS/AASS/ASS1/CTH/CPS1/GOT1/ASL/HAO1/SHMT1/MTHFD2L/MTHFD1/PAH/BHMT2/ATP2B4/AGXT2/GLS2/OTC	18
BP	GO:0019693	ribose phosphate metabolic process	51/783	475/18903	4.96087455492634e-10	6.58589616589139e-08	5.53952564099171e-08	PDE7B/ACSM2B/ACSL1/ACSM2A/PRKAG2/PPARGC1A/GDA/SLC4A4/FBP1/UPB1/AASS/BAAT/ALDOB/DLG2/PFKFB1/GLYAT/TDO2/ACACB/XDH/ZBTB20/DPYS/IGF1/PAPSS2/HMGCS2/STAT3/ACSM5/ELOVL6/SULT2A1/PPARA/MTHFD1/SUCLG2/TPST1/ADK/ACAT1/RORA/PGM1/PID1/ENPP1/ADCY1/ACSL5/PDK4/DPYD/CTPS1/CDA/DHTKD1/UPP2/HSD17B4/SLC25A25/PANK1/ADCY10/SLC25A13	51
BP	GO:0032868	response to insulin	36/783	269/18903	5.40140528372169e-10	6.98202704043183e-08	5.87271904116555e-08	GHR/FOXO1/PCK1/INSIG1/FBP1/ERRFI1/PFKFB1/SORL1/GOT1/SRD5A1/SLC39A14/HMGCS2/GPLD1/SORBS1/SIK2/PPARA/PID1/IGFBP1/ENPP1/PDK4/FOS/GRB10/SRSF4/PIK3R1/LPIN2/PDE3B/CRY2/CAT/CPEB2/CRY1/LPIN1/PNPLA3/OTC/USO1/GRB14/TNS2	36
BP	GO:0006641	triglyceride metabolic process	21/783	104/18903	1.39288794709834e-09	1.75432451183257e-07	1.47559654314736e-07	PCK1/ACSL1/INSIG1/CPS1/SORL1/MOGAT1/CYP2E1/GPLD1/MFSD2A/MGLL/RGN/AGMO/GPAT3/LDLR/SLC27A5/MTTP/LIPG/LPIN2/CAT/LPIN1/PNPLA3	21
BP	GO:0043648	dicarboxylic acid metabolic process	20/783	95/18903	1.58574426105753e-09	1.94729395257865e-07	1.6379069012239e-07	TAT/PCK1/KMO/ASS1/GPT2/GOT1/ACMSD/ASL/ALDH1L1/SHMT1/MTHFD2L/MTHFD1/HAL/ADHFE1/DGLUCY/MTHFS/UROC1/KYNU/FPGS/GLS2	20
BP	GO:0009064	glutamine family amino acid metabolic process	18/783	78/18903	2.17825477995773e-09	2.60965548272009e-07	2.19503209533609e-07	TAT/ASS1/CPS1/ARG1/GOT1/ASL/GLYATL1/HAL/ADHFE1/DGLUCY/MTHFS/CTPS1/UROC1/ATP2B4/FPGS/GLS2/SLC39A8/OTC	18
BP	GO:0009074	aromatic amino acid family catabolic process	9/783	16/18903	3.02141164091449e-09	3.5336128524219e-07	2.97219064927052e-07	TAT/KMO/HPD/TDO2/HGD/ACMSD/IDO2/PAH/KYNU	9
BP	GO:0005996	monosaccharide metabolic process	33/783	248/18903	3.28738586033452e-09	3.75526496417748e-07	3.15862656103133e-07	FOXO1/PCK1/FGGY/SDS/PPARGC1A/FBP1/NNMT/ALDOB/PFKFB1/SLC23A2/ACACB/LEPR/IGF1/SLC39A14/GPLD1/SORBS1/RGN/PPARA/GCKR/RORA/PGM1/PDK4/ATF3/H6PD/CRY1/PC/RORC/PRKN/ACADM/TKFC/PFKFB3/RBKS/SLC25A13	33
BP	GO:0001889	liver development	24/783	141/18903	3.58699684323379e-09	4.00439283953736e-07	3.36817287313221e-07	PCK1/UPB1/BAAT/ASS1/CPS1/ALDH1A2/FGL1/ARG1/CPB2/SRD5A1/HMGCS2/CADM1/RGN/ACAT1/HAMP/TGFBR3/SOD2/PTPN3/JUN/HPN/FPGS/NOTCH2/ACADM/OTC	24
BP	GO:0015711	organic anion transport	42/783	372/18903	3.94938473014246e-09	4.31097284321329e-07	3.62604329024776e-07	ABCB11/SLC7A2/SLC4A4/KMO/ABCB4/APBA1/SLC38A4/SLC1A1/SLC23A2/SLC22A25/ARG1/SLC13A5/SLC1A2/SLC25A18/MFSD2A/AQP9/SLC22A10/SLCO2B1/SLC25A15/CYP4A11/SLC27A5/SLC22A7/SLCO1B1/MPC1/SFXN5/SLC2A9/MTTP/SLC10A1/SLC25A25/ABCD3/SLC38A2/SLC17A4/SLC35D1/SLC6A13/SLC39A8/SLC6A1/SLC51A/ABCC2/AKR1C4/ABCG2/SLC10A7/SLC25A13	42
BP	GO:0061008	hepaticobiliary system development	24/783	144/18903	5.53342850330436e-09	5.90873930613718e-07	4.96995580674362e-07	PCK1/UPB1/BAAT/ASS1/CPS1/ALDH1A2/FGL1/ARG1/CPB2/SRD5A1/HMGCS2/CADM1/RGN/ACAT1/HAMP/TGFBR3/SOD2/PTPN3/JUN/HPN/FPGS/NOTCH2/ACADM/OTC	24
BP	GO:0043434	response to peptide hormone	45/783	421/18903	6.1054001681727e-09	6.38079268639666e-07	5.36700910640041e-07	GHR/FOXO1/PCK1/INSIG1/FBP1/ASS1/ERRFI1/CPS1/PFKFB1/SORL1/ARG1/SRD5A2/GOT1/SRD5A1/SLC39A14/HMGCS2/GPLD1/STAT3/SORBS1/SIK2/PPARA/POR/PID1/IGFBP1/ENPP1/PDK4/TGFBR3/FOS/GRB10/SRSF4/PIK3R1/LPIN2/PDE3B/CRY2/JAK1/CAT/CPEB2/NFE2L2/CRY1/LPIN1/PNPLA3/OTC/USO1/GRB14/TNS2	45
BP	GO:0006790	sulfur compound metabolic process	39/783	338/18903	7.78145777378717e-09	7.9630251218422e-07	6.69785564958654e-07	GHR/BHMT/ACSM2B/ACSL1/ACSM2A/AASS/BAAT/CTH/CPS1/SLC1A1/GLYAT/TDO2/ACACB/XDH/MSRA/PAPSS2/HMGCS2/SLC1A2/ACSM5/ELOVL6/SULT2A1/CHST9/MTHFD2L/MTHFD1/SUCLG2/TPST1/ACAT1/BHMT2/MAT1A/ENPP1/ST3GAL6/ACSL5/PDK4/MICAL2/SOD2/HSD17B4/NFE2L2/DSE/SLC10A7	39
